1933	01	31	CE	IN	0	1	F		-1	999	1601	−	−	77	32
1952	03	09	CE	IN	0	3	CLM		-2	997	1680	0	0	115	26
1952	03	18	CE	PK	0	2	CLM		-7	990	1400	−1	0	116	72
1953	10	24	BU	CE	3	2	CLM		3	1276	987	+1	0	103	124
1953	10	27	IN	CE	2	0	CLM	BU	1	1651	986	0	0	28	124
1953	11	02	PK	CE	6	0	CLM	BU	5	1418	981	0	−1	78	125
1953	11	05	BU	CE	7	9	F		-27	1243	1008	−4	+2	108	123
1954	12	18	IN	CE	1	1	CLM		-14	1577	1022	−1	+1	45	129
1954	12	21	PK	CE	2	1	CLM	IN	3	1426	1019	0	0	81	129
1954	12	25	CE	BU	2	1	CLM	IN	26	1045	1298	0	−6	129	101
1955	12	18	IN	CE	4	3	CLM	PK	2	1513	1043	+1	0	63	129
1955	12	21	PK	CE	2	1	CLM		2	1433	1041	0	0	81	129
1955	12	23	BU	CE	3	1	CLM	PK	10	1278	1031	+2	0	109	129
1963	12	22	CE	IN	3	5	OQ		-7	1024	1494	0	+2	149	71
1963	12	29	IN	CE	7	0	OQ		3	1497	1021	+1	0	70	149
1964	01	12	CE	DD	1	12	F		-3	1018	1647	0	0	149	36
1964	02	23	CE	ID	3	9	F		-5	1013	1459	0	0	149	81
1964	02	29	CE	ID	1	4	F		-4	1009	1463	0	+2	149	79
1965	02	28	CE	PK	3	1	F		25	1034	1383	+2	−11	148	100
1965	03	07	CE	PK	0	0	F		6	1040	1377	0	−2	148	102
1965	04	29	ID	CE	5	0	F		2	1465	1038	+1	0	78	148
1968	03	17	IL	CE	7	0	OQ		3	1506	1035	0	0	67	156
1968	03	22	IL	CE	4	0	OQ		3	1509	1032	0	0	67	156
1971	12	13	IQ	CE	5	0	SQ	KW	4	1569	1028	0	−1	57	160
1971	12	16	JO	CE	2	1	SQ	KW	14	1156	1014	+1	0	142	160
1971	12	20	BH	CE	3	0	SQ	KW	24	1153	990	+6	−2	142	162
1972	03	22	IL	CE	3	0	OQ	BU	1	1710	989	0	0	32	163
1972	03	24	BU	CE	5	1	OQ		1	1659	988	0	+1	39	162
1972	03	26	TH	CE	5	0	OQ	BU	17	1233	971	+1	−2	129	164
1972	06	07	MY	LK	3	0	JAT	ID	3	1457	968	0	0	73	164
