1948	06	20	SG	AY	4	2	F		10	1326	1290	0	−	81	87
1953	09	13	SG	AY	1	3	F		-20	1283	1310	−5	+5	99	92
1956	03	17	AY	KH	9	2	SQ		12	1322	1074	+1	−1	96	128
1956	04	01	SG	AY	2	4	SMT		-27	1261	1349	−6	+3	112	93
1956	04	24	KH	AY	3	2	SQ		29	1103	1320	+3	−3	125	96
1956	05	03	RV	AY	4	0	SQ		18	1433	1302	+3	−5	81	101
1956	05	24	AY	RV	3	3	SQ		2	1304	1431	+2	0	100	82
1957	02	16	AY	IN	2	3	F		-6	1298	1554	−1	+2	104	54
1957	05	11	SG	AY	1	1	F		-2	1256	1300	0	0	116	104
1957	09	01	AY	BU	5	2	MRD		17	1317	1261	+2	−3	101	113
1957	09	03	AY	RV	1	4	MRD		-27	1290	1430	−5	+7	106	81
1957	09	04	AY	HK	3	3	MRD		2	1292	1427	+1	−1	105	83
1957	09	07	AY	ID	2	4	MRD		-16	1276	1511	−5	+5	110	61
1957	10	27	RV	AY	1	0	F		5	1394	1271	+1	−3	90	114
1957	10	31	KH	AY	1	3	F		-11	1062	1282	0	+4	135	110
1958	03	01	AY	SG	5	2	F		13	1295	1281	+4	−5	106	111
1958	03	02	AY	SG	3	1	F		10	1305	1271	+3	−2	103	113
1958	05	03	SG	AY	3	3	F		-1	1247	1306	0	0	116	103
1958	05	04	SG	AY	0	3	F		-20	1227	1326	−4	+2	120	101
1958	05	14	AY	PK	4	2	F		15	1341	1413	+1	−4	100	86
1958	05	25	TW	AY	2	1	ASG	JP	5	1678	1336	0	0	32	100
1958	05	27	RV	AY	6	1	ASG	JP	33	1428	1303	+8	−5	82	104
1958	06	04	HK	AY	2	2	F		-7	1492	1310	−1	+2	65	101
1958	08	30	AY	ID	3	2	MRD		22	1332	1554	0	−6	100	56
1958	09	01	AY	HK	3	0	MRD		32	1364	1477	+4	−9	96	72
1958	09	02	AY	SG	0	0	MRD		-9	1355	1222	−2	+1	98	120
1958	09	04	AY	RV	2	0	MRD		18	1373	1360	+3	−3	95	97
1958	12	28	AY	JP	6	2	F		10	1383	1276	+2	−1	94	111
1959	01	04	AY	JP	1	3	F		-23	1360	1299	−3	+6	98	106
1959	01	22	BU	AY	2	4	F		-15	1243	1375	−3	+3	119	95
1959	01	24	BU	AY	3	2	F		11	1254	1364	+3	−2	116	97
1959	01	27	BU	AY	2	0	F		15	1269	1349	+2	−4	114	101
1959	05	11	SG	AY	2	5	SQ		-29	1155	1378	−1	+5	128	96
1959	05	13	RV	AY	1	0	SQ	SG	19	1409	1359	+5	−3	89	99
1959	08	00	AY	KR	4	1	F		28	1387	1663	+3	0	96	35
1959	09	02	AY	RV	4	3	MRD		13	1400	1420	+4	−3	92	85
1959	09	04	AY	IN	1	1	MRD		2	1402	1543	0	−1	92	58
1959	09	06	AY	HK	2	1	MRD		13	1415	1437	+4	−2	88	82
1959	09	07	AY	KR	2	4	F		-10	1405	1648	−3	+1	91	39
1959	12	13	AY	BU	2	1	SEP	TH	12	1417	1256	+3	−2	89	116
1959	12	14	TH	AY	3	1	SEP		45	1170	1372	+3	−9	127	98
1959	12	15	AY	RV	2	1	SEP	TH	28	1400	1490	+5	−8	93	70
1960	04	20	ID	AY	5	0	F		9	1529	1391	+3	−2	58	96
1960	05	06	AY	IN	0	0	F		-1	1390	1471	0	0	96	77
1960	08	07	AY	TH	8	2	MRD		9	1399	1164	+2	0	94	130
1960	08	12	AY	PK	1	0	MRD		12	1411	1418	+2	−5	92	88
