date,round,team,model_pct,model_state_matches,pm_raw_pct,pm_devig_pct,inserted_at
2026-06-22,final,Algeria,0.616,40,1.45,1.184,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Argentina,25.53,40,28.0,22.862,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Australia,0.236,40,1.75,1.429,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Austria,2.248,40,1.3,1.061,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Belgium,5.386,40,3.55,2.899,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Bosnia and Herzegovina,0.226,40,0.65,0.531,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Brazil,12.266,40,13.5,11.023,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Canada,1.562,40,1.0,0.816,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Cape Verde,0.058,40,0.8,0.653,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Colombia,4.714,40,4.95,4.042,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Croatia,3.768,40,2.15,1.755,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Curacao,0.0,40,0.6,0.49,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Czechia,0.316,40,0.9,0.735,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,DR Congo,0.2,40,0.55,0.449,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Ecuador,0.914,40,1.5,1.225,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Egypt,0.798,40,1.25,1.021,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,England,22.158,40,24.5,20.004,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,France,23.802,40,34.5,28.169,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Germany,10.308,40,14.5,11.839,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Ghana,0.178,40,1.5,1.225,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Haiti,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Iran,0.204,40,0.65,0.531,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Iraq,0.0,40,0.4,0.327,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Ivory Coast,1.378,40,1.75,1.429,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Japan,3.054,40,5.55,4.532,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Jordan,0.012,40,0.3,0.245,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Mexico,1.304,40,4.75,3.878,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Morocco,3.194,40,5.95,4.858,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Netherlands,9.934,40,13.5,11.023,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,New Zealand,0.002,40,0.25,0.204,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Norway,4.894,40,7.5,6.124,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Panama,0.02,40,0.25,0.204,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Paraguay,0.704,40,1.1,0.898,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Portugal,13.44,40,14.5,11.839,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Qatar,0.0,40,0.65,0.531,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Saudi Arabia,0.018,40,0.6,0.49,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Scotland,1.012,40,1.5,1.225,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Senegal,3.474,40,1.6,1.306,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,South Africa,0.012,40,0.2,0.163,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,South Korea,0.696,40,1.4,1.143,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Spain,30.428,40,28.5,23.27,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Sweden,1.184,40,1.75,1.429,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Switzerland,4.21,40,2.1,1.715,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Tunisia,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Turkey,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,United States,2.916,40,7.95,6.491,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Uruguay,2.554,40,2.3,1.878,2026-07-04T15:36:54.60098+00:00
2026-06-22,final,Uzbekistan,0.072,40,1.05,0.857,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Algeria,8.36,40,7.0,6.444,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Argentina,62.622,40,69.5,63.982,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Australia,4.448,40,7.7,7.089,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Austria,16.46,40,14.0,12.888,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Belgium,28.78,40,25.0,23.015,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Bosnia and Herzegovina,7.182,40,5.35,4.925,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Brazil,40.6,40,45.5,41.887,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Canada,19.66,40,18.5,17.031,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Cape Verde,2.19,40,5.45,5.017,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Colombia,27.098,40,31.0,28.539,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Croatia,17.542,40,13.5,12.428,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Curacao,0.134,40,0.5,0.46,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Czechia,5.764,40,2.45,2.255,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,DR Congo,3.788,40,3.6,3.314,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Ecuador,6.19,40,5.0,4.603,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Egypt,14.988,40,14.0,12.888,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,England,57.18,40,63.5,58.458,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,France,54.708,40,63.0,57.998,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Germany,34.82,40,41.5,38.205,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Ghana,4.662,40,5.7,5.247,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Haiti,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Iran,5.808,40,5.65,5.201,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Iraq,0.11,40,1.1,1.013,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Ivory Coast,12.84,40,13.5,12.428,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Japan,19.538,40,26.0,23.936,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Jordan,0.51,40,9.25,8.516,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Mexico,12.256,40,26.0,23.936,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Morocco,23.032,40,27.5,25.316,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Netherlands,39.922,40,46.0,42.348,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,New Zealand,0.258,40,1.55,1.427,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Norway,27.872,40,33.5,30.84,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Panama,0.542,40,1.1,1.013,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Paraguay,7.478,40,5.9,5.432,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Portugal,41.196,40,42.5,39.125,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Qatar,0.416,40,1.05,0.967,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Saudi Arabia,0.776,40,2.3,2.117,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Scotland,10.316,40,7.5,6.904,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Senegal,21.492,40,14.5,13.349,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,South Africa,0.626,40,1.3,1.197,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,South Korea,11.608,40,11.0,10.127,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Spain,57.498,40,58.5,53.855,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Sweden,10.472,40,11.0,10.127,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Switzerland,29.716,40,23.5,21.634,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Tunisia,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Turkey,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,United States,33.998,40,48.0,44.189,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Uruguay,13.21,40,8.0,7.365,2026-07-04T15:36:54.60098+00:00
2026-06-22,qf,Uzbekistan,1.334,40,1.05,0.967,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Algeria,20.462,40,18.5,17.898,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Argentina,81.018,40,85.5,82.716,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Australia,25.646,40,32.5,31.442,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Austria,34.516,40,32.0,30.958,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Belgium,62.944,40,61.0,59.014,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Bosnia and Herzegovina,19.766,40,18.0,17.414,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Brazil,62.89,40,65.5,63.367,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Canada,55.524,40,54.5,52.725,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Cape Verde,9.088,40,13.2,12.77,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Colombia,54.084,40,62.0,59.981,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Croatia,44.142,40,35.5,34.344,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Curacao,1.18,40,1.6,1.548,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Czechia,13.278,40,11.0,10.642,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,DR Congo,14.22,40,15.5,14.995,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Ecuador,13.312,40,10.5,10.158,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Egypt,42.272,40,43.0,41.6,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,England,76.624,40,85.5,82.716,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,France,79.934,40,87.5,84.651,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Germany,75.276,40,80.5,77.879,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Ghana,17.044,40,18.0,17.414,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Haiti,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Iran,22.544,40,21.5,20.8,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Iraq,0.568,40,1.9,1.838,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Ivory Coast,36.286,40,35.0,33.86,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Japan,39.5,40,48.5,46.921,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Jordan,2.33,40,1.05,1.016,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Mexico,45.696,40,67.5,65.302,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Morocco,42.96,40,51.5,49.823,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Netherlands,58.382,40,64.5,62.4,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,New Zealand,2.218,40,5.2,5.031,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Norway,56.966,40,60.5,58.53,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Panama,2.154,40,4.6,4.45,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Paraguay,30.572,40,21.5,20.8,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Portugal,65.446,40,69.5,67.237,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Qatar,2.408,40,2.2,2.128,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Saudi Arabia,3.292,40,5.55,5.369,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Scotland,35.728,40,18.0,17.414,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Senegal,42.688,40,29.5,28.539,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,South Africa,3.668,40,3.15,3.047,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,South Korea,37.416,40,40.5,39.181,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Spain,77.748,40,82.0,79.33,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Sweden,26.536,40,22.5,21.767,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Switzerland,66.876,40,66.0,63.851,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Tunisia,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Turkey,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,United States,65.356,40,75.5,73.042,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Uruguay,24.622,40,20.5,19.833,2026-07-04T15:36:54.60098+00:00
2026-06-22,r16,Uzbekistan,4.82,40,4.4,4.257,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Algeria,2.402,40,1.7,1.497,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Argentina,43.616,40,48.5,42.717,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Australia,1.162,40,1.9,1.673,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Austria,6.974,40,5.55,4.888,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Belgium,13.27,40,11.5,10.129,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Bosnia and Herzegovina,1.2,40,1.15,1.013,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Brazil,22.438,40,24.5,21.579,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Canada,5.514,40,4.1,3.611,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Cape Verde,0.368,40,3.1,2.73,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Colombia,11.938,40,14.0,12.331,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Croatia,9.622,40,4.9,4.316,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Curacao,0.014,40,0.25,0.22,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Czechia,1.3,40,2.1,1.85,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,DR Congo,1.052,40,1.95,1.717,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Ecuador,2.322,40,2.1,1.85,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Egypt,3.412,40,2.55,2.246,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,England,36.608,40,40.5,35.671,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,France,38.404,40,53.5,47.121,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Germany,20.608,40,26.0,22.9,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Ghana,1.022,40,2.4,2.114,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Haiti,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Iran,1.162,40,1.3,1.145,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Iraq,0.006,40,0.15,0.132,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Ivory Coast,4.216,40,2.65,2.334,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Japan,7.768,40,12.0,10.569,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Jordan,0.066,40,1.15,1.013,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Mexico,4.002,40,14.5,12.771,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Morocco,8.276,40,12.5,11.01,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Netherlands,19.446,40,23.5,20.698,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,New Zealand,0.04,40,0.65,0.572,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Norway,11.832,40,17.5,15.413,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Panama,0.104,40,0.7,0.617,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Paraguay,2.612,40,0.65,0.572,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Portugal,24.91,40,25.0,22.019,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Qatar,0.026,40,1.4,1.233,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Saudi Arabia,0.134,40,1.15,1.013,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Scotland,3.436,40,1.05,0.925,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Senegal,8.502,40,4.2,3.699,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,South Africa,0.084,40,0.7,0.617,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,South Korea,2.6,40,3.1,2.73,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Spain,46.68,40,45.5,40.075,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Sweden,3.692,40,1.7,1.497,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Switzerland,11.09,40,8.3,7.31,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Tunisia,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Turkey,0.0,40,,,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,United States,9.546,40,20.0,17.615,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Uruguay,6.186,40,2.35,2.07,2026-07-04T15:36:54.60098+00:00
2026-06-22,sf,Uzbekistan,0.338,40,0.2,0.176,2026-07-04T15:36:54.60098+00:00
2026-06-23,final,Algeria,0.852,44,1.05,0.86,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Argentina,27.552,44,29.0,23.751,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Australia,0.22,44,1.35,1.106,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Austria,1.746,44,1.0,0.819,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Belgium,5.066,44,3.25,2.662,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Bosnia and Herzegovina,0.224,44,0.65,0.532,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Brazil,12.022,44,14.5,11.876,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Canada,1.466,44,1.6,1.31,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Cape Verde,0.046,44,0.75,0.614,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Colombia,4.56,44,5.45,4.464,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Croatia,3.75,44,2.2,1.802,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Curacao,0.002,44,0.15,0.123,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Czechia,0.3,44,0.85,0.696,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,DR Congo,0.186,44,0.55,0.45,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Ecuador,0.862,44,1.1,0.901,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Egypt,0.73,44,0.7,0.573,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,England,21.616,44,21.5,17.609,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,France,23.882,44,33.5,27.437,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Germany,10.306,44,14.5,11.876,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Ghana,0.174,44,1.5,1.229,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Haiti,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Iran,0.178,44,0.6,0.491,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Iraq,0.0,44,0.15,0.123,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Ivory Coast,1.268,44,1.75,1.433,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Japan,2.954,44,5.35,4.382,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Jordan,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Mexico,1.258,44,5.95,4.873,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Morocco,3.172,44,6.75,5.528,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Netherlands,9.952,44,13.5,11.057,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,New Zealand,0.002,44,0.35,0.287,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Norway,5.082,44,8.5,6.962,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Panama,0.016,44,0.25,0.205,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Paraguay,0.628,44,1.3,1.065,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Portugal,13.124,44,16.0,13.104,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Qatar,0.0,44,0.2,0.164,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Saudi Arabia,0.016,44,0.35,0.287,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Scotland,0.976,44,1.6,1.31,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Senegal,2.91,44,1.6,1.31,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,South Africa,0.012,44,0.15,0.123,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,South Korea,0.688,44,0.95,0.778,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Spain,31.434,44,29.5,24.161,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Sweden,1.178,44,1.75,1.433,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Switzerland,4.104,44,2.7,2.211,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Tunisia,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Turkey,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,United States,2.964,44,7.25,5.938,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Uruguay,2.448,44,2.4,1.966,2026-07-04T15:36:55.145949+00:00
2026-06-23,final,Uzbekistan,0.074,44,0.15,0.123,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Algeria,11.762,44,6.5,5.977,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Argentina,67.646,44,68.0,62.532,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Australia,3.886,44,7.85,7.219,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Austria,13.266,44,13.0,11.955,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Belgium,27.18,44,29.5,27.128,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Bosnia and Herzegovina,7.19,44,4.45,4.092,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Brazil,40.566,44,46.5,42.761,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Canada,19.522,44,17.5,16.093,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Cape Verde,1.808,44,5.6,5.15,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Colombia,27.36,44,32.0,29.427,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Croatia,17.796,44,11.0,10.116,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Curacao,0.128,44,1.15,1.058,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Czechia,5.624,44,2.4,2.207,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,DR Congo,3.802,44,3.3,3.035,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Ecuador,6.046,44,4.1,3.77,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Egypt,14.712,44,20.5,18.852,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,England,57.292,44,62.5,57.475,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,France,54.616,44,63.0,57.934,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Germany,34.526,44,40.5,37.244,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Ghana,4.632,44,5.95,5.472,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Haiti,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Iran,5.504,44,5.05,4.644,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Iraq,0.1,44,1.1,1.012,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Ivory Coast,12.656,44,13.5,12.415,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Japan,19.346,44,28.5,26.208,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Jordan,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Mexico,12.296,44,28.5,26.208,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Morocco,22.99,44,28.5,26.208,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Netherlands,39.906,44,46.5,42.761,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,New Zealand,0.222,44,1.25,1.149,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Norway,27.988,44,33.5,30.806,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Panama,0.54,44,0.9,0.828,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Paraguay,6.794,44,5.9,5.426,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Portugal,41.452,44,49.0,45.06,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Qatar,0.424,44,0.7,0.644,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Saudi Arabia,0.63,44,2.3,2.115,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Scotland,10.296,44,7.5,6.897,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Senegal,19.834,44,12.0,11.035,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,South Africa,0.628,44,1.3,1.195,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,South Korea,11.626,44,10.5,9.656,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Spain,59.272,44,61.5,56.555,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Sweden,10.27,44,10.0,9.196,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Switzerland,29.654,44,23.0,21.151,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Tunisia,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Turkey,0.0,44,,,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,United States,33.986,44,48.0,44.14,2026-07-04T15:36:55.145949+00:00
2026-06-23,qf,Uruguay,12.862,44,4.0,3.678,2026-07-04T15:36:55.145949+00:00
