date,round,team,model_pct,model_state_matches,pm_raw_pct,pm_devig_pct,inserted_at
2026-06-10,final,Algeria,0.702,0,1.5,1.163,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Argentina,18.906,0,19.5,15.113,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Australia,0.1,0,1.25,0.969,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Austria,1.698,0,2.9,2.248,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Belgium,5.392,0,7.0,5.425,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Bosnia and Herzegovina,0.184,0,1.5,1.163,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Brazil,12.58,0,19.5,15.113,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Canada,1.514,0,1.25,0.969,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Cape Verde,0.022,0,0.8,0.62,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Colombia,3.712,0,6.1,4.728,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Croatia,4.696,0,4.45,3.449,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Curacao,0.0,0,0.9,0.698,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Czechia,0.796,0,1.7,1.318,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,DR Congo,0.162,0,1.1,0.853,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Ecuador,3.104,0,3.6,2.79,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Egypt,0.47,0,1.1,0.853,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,England,20.874,0,23.0,17.826,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,France,24.75,0,28.5,22.089,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Germany,9.786,0,12.5,9.688,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Ghana,0.09,0,1.95,1.511,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Haiti,0.016,0,0.45,0.349,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Iran,0.2,0,1.5,1.163,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Iraq,0.004,0,0.6,0.465,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Ivory Coast,1.424,0,1.8,1.395,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Japan,2.828,0,4.55,3.526,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Jordan,0.01,0,0.6,0.465,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Mexico,1.322,0,5.8,4.495,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Morocco,2.958,0,5.05,3.914,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Netherlands,10.08,0,9.5,7.363,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,New Zealand,0.02,0,1.25,0.969,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Norway,3.992,0,7.5,5.813,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Panama,0.068,0,0.4,0.31,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Paraguay,0.618,0,2.1,1.628,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Portugal,14.512,0,18.5,14.338,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Qatar,0.002,0,0.6,0.465,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Saudi Arabia,0.004,0,1.4,1.085,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Scotland,0.89,0,1.95,1.511,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Senegal,3.502,0,2.95,2.286,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,South Africa,0.008,0,1.25,0.969,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,South Korea,0.734,0,1.6,1.24,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Spain,29.252,0,28.5,22.089,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Sweden,1.124,0,2.7,2.093,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Switzerland,4.274,0,3.8,2.945,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Tunisia,0.034,0,1.0,0.775,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Turkey,4.81,0,3.85,2.984,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,United States,2.076,0,3.45,2.674,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Uruguay,5.588,0,3.95,3.061,2026-07-04T15:36:52.581419+00:00
2026-06-10,final,Uzbekistan,0.112,0,1.35,1.046,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Algeria,8.036,0,8.0,7.252,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Argentina,47.522,0,51.5,46.686,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Australia,2.648,0,5.0,4.533,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Austria,12.354,0,13.5,12.238,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Belgium,33.53,0,37.5,33.994,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Bosnia and Herzegovina,6.36,0,5.5,4.986,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Brazil,40.366,0,48.0,43.513,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Canada,18.308,0,15.5,14.051,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Cape Verde,0.976,0,2.25,2.04,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Colombia,20.062,0,29.5,26.742,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Croatia,22.446,0,20.5,18.584,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Curacao,0.172,0,1.5,1.36,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Czechia,11.508,0,10.5,9.518,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,DR Congo,3.09,0,5.85,5.303,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Ecuador,19.052,0,19.0,17.224,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Egypt,8.434,0,8.5,7.705,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,England,53.344,0,54.5,49.405,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,France,55.914,0,58.5,53.031,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Germany,32.894,0,38.0,34.448,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Ghana,2.222,0,5.0,4.533,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Haiti,0.634,0,2.0,1.813,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Iran,4.86,0,6.1,5.53,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Iraq,0.2,0,2.05,1.858,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Ivory Coast,12.45,0,12.5,11.331,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Japan,18.03,0,23.0,20.85,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Jordan,0.526,0,1.9,1.722,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Mexico,15.106,0,24.5,22.21,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Morocco,19.852,0,21.5,19.49,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Netherlands,37.636,0,38.5,34.901,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,New Zealand,1.144,0,2.5,2.266,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Norway,22.452,0,31.5,28.555,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Panama,1.754,0,2.3,2.085,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Paraguay,7.726,0,9.5,8.612,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Portugal,45.13,0,52.0,47.139,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Qatar,0.314,0,2.45,2.221,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Saudi Arabia,0.596,0,2.9,2.629,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Scotland,9.924,0,8.5,7.705,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Senegal,20.464,0,15.5,14.051,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,South Africa,1.13,0,4.3,3.898,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,South Korea,11.05,0,11.0,9.972,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Spain,56.126,0,60.5,54.844,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Sweden,10.062,0,10.0,9.065,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Switzerland,28.396,0,24.5,22.21,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Tunisia,1.02,0,2.65,2.402,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Turkey,27.746,0,22.5,20.397,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,United States,19.282,0,25.5,23.116,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Uruguay,24.838,0,22.0,19.943,2026-07-04T15:36:52.581419+00:00
2026-06-10,qf,Uzbekistan,2.314,0,2.25,2.04,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Algeria,20.536,0,20.5,20.214,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Argentina,62.806,0,68.5,67.546,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Australia,12.116,0,17.5,17.256,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Austria,27.17,0,28.5,28.103,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Belgium,62.412,0,62.5,61.629,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Bosnia and Herzegovina,22.964,0,24.0,23.666,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Brazil,63.112,0,69.5,68.532,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Canada,51.258,0,42.5,41.908,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Cape Verde,5.932,0,7.0,6.903,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Colombia,43.672,0,54.5,53.741,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Croatia,49.038,0,39.5,38.95,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Curacao,1.554,0,1.85,1.824,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Czechia,34.884,0,28.0,27.61,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,DR Congo,10.878,0,11.0,10.847,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Ecuador,45.996,0,42.5,41.908,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Egypt,29.956,0,30.5,30.075,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,England,73.852,0,73.0,71.983,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,France,77.758,0,78.5,77.407,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Germany,64.42,0,68.5,67.546,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Ghana,8.672,0,15.5,15.284,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Haiti,3.702,0,2.95,2.909,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Iran,21.556,0,20.5,20.214,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Iraq,1.126,0,3.95,3.895,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Ivory Coast,35.558,0,32.0,31.554,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Japan,35.212,0,40.5,39.936,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Jordan,2.778,0,3.75,3.698,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Mexico,45.228,0,55.0,54.234,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Morocco,40.186,0,42.5,41.908,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Netherlands,55.772,0,54.5,53.741,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,New Zealand,7.746,0,7.5,7.396,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Norway,44.444,0,53.0,52.262,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Panama,7.286,0,8.0,7.889,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Paraguay,25.466,0,25.5,25.145,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Portugal,67.558,0,70.5,69.518,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Qatar,2.302,0,4.1,4.043,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Saudi Arabia,3.888,0,9.0,8.875,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Scotland,26.938,0,24.0,23.666,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Senegal,41.854,0,33.5,33.033,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,South Africa,6.428,0,11.0,10.847,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,South Korea,33.792,0,29.0,28.596,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Spain,76.202,0,77.5,76.421,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Sweden,23.86,0,22.5,22.187,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Switzerland,61.888,0,57.5,56.699,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Tunisia,4.146,0,10.0,9.861,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Turkey,56.346,0,47.5,46.838,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,United States,48.032,0,47.0,46.345,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Uruguay,43.006,0,39.0,38.457,2026-07-04T15:36:52.581419+00:00
2026-06-10,r16,Uzbekistan,8.714,0,7.0,6.903,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Algeria,2.524,0,2.5,2.249,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Argentina,32.01,0,30.5,27.437,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Australia,0.572,0,2.4,2.159,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Austria,4.942,0,4.5,4.048,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Belgium,12.964,0,15.5,13.944,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Bosnia and Herzegovina,1.042,0,2.15,1.934,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Brazil,23.134,0,29.5,26.538,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Canada,5.46,0,3.25,2.924,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Cape Verde,0.132,0,0.6,0.54,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Colombia,9.212,0,15.5,13.944,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Croatia,11.172,0,8.55,7.691,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Curacao,0.01,0,0.45,0.405,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Czechia,2.946,0,2.3,2.069,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,DR Congo,0.83,0,1.0,0.9,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Ecuador,8.082,0,8.15,7.332,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Egypt,2.058,0,2.45,2.204,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,England,34.468,0,34.5,31.036,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,France,39.644,0,41.5,37.333,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Germany,19.228,0,21.0,18.891,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Ghana,0.474,0,2.45,2.204,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Haiti,0.104,0,0.4,0.36,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Iran,0.962,0,1.65,1.484,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Iraq,0.02,0,0.65,0.585,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Ivory Coast,4.236,0,3.65,3.283,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Japan,7.346,0,11.0,9.895,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Jordan,0.068,0,0.65,0.585,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Mexico,4.448,0,10.5,9.446,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Morocco,7.866,0,10.0,8.996,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Netherlands,19.87,0,20.5,18.441,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,New Zealand,0.138,0,0.7,0.63,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Norway,10.112,0,15.5,13.944,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Panama,0.358,0,0.65,0.585,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Paraguay,2.226,0,4.1,3.688,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Portugal,26.37,0,29.5,26.538,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Qatar,0.016,0,0.4,0.36,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Saudi Arabia,0.07,0,1.35,1.214,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Scotland,3.062,0,2.9,2.609,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Senegal,8.746,0,6.7,6.027,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,South Africa,0.126,0,1.35,1.214,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,South Korea,2.636,0,3.85,3.463,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Spain,43.92,0,44.5,40.031,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Sweden,3.658,0,5.75,5.173,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Switzerland,11.008,0,9.5,8.546,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Tunisia,0.2,0,2.05,1.844,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Turkey,11.536,0,9.0,8.096,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,United States,6.452,0,9.5,8.546,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Uruguay,12.914,0,8.5,7.646,2026-07-04T15:36:52.581419+00:00
2026-06-10,sf,Uzbekistan,0.628,0,1.1,0.99,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Algeria,0.702,0,1.45,1.142,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Argentina,18.906,0,19.5,15.357,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Australia,0.1,0,1.25,0.984,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Austria,1.698,0,2.1,1.654,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Belgium,5.392,0,7.5,5.907,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Bosnia and Herzegovina,0.184,0,1.45,1.142,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Brazil,12.58,0,20.0,15.751,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Canada,1.514,0,1.15,0.906,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Cape Verde,0.022,0,0.4,0.315,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Colombia,3.712,0,5.8,4.568,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Croatia,4.696,0,3.6,2.835,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Curacao,0.0,0,0.35,0.276,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Czechia,0.796,0,1.6,1.26,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,DR Congo,0.162,0,1.1,0.866,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Ecuador,3.104,0,2.85,2.245,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Egypt,0.47,0,1.05,0.827,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,England,20.874,0,22.5,17.72,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,France,24.75,0,27.0,21.264,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Germany,9.786,0,12.5,9.844,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Ghana,0.09,0,1.45,1.142,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Haiti,0.016,0,0.35,0.276,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Iran,0.2,0,0.95,0.748,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Iraq,0.004,0,0.6,0.473,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Ivory Coast,1.424,0,1.65,1.299,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Japan,2.828,0,4.8,3.78,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Jordan,0.01,0,0.55,0.433,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Mexico,1.322,0,7.6,5.985,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Morocco,2.958,0,5.25,4.135,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Netherlands,10.08,0,10.5,8.269,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,New Zealand,0.02,0,1.15,0.906,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Norway,3.992,0,5.5,4.332,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Panama,0.068,0,0.4,0.315,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Paraguay,0.618,0,1.45,1.142,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Portugal,14.512,0,20.5,16.145,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Qatar,0.002,0,1.2,0.945,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Saudi Arabia,0.004,0,1.35,1.063,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Scotland,0.89,0,1.35,1.063,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Senegal,3.502,0,2.4,1.89,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,South Africa,0.008,0,1.15,0.906,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,South Korea,0.734,0,1.6,1.26,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Spain,29.252,0,29.5,23.233,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Sweden,1.124,0,1.75,1.378,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Switzerland,4.274,0,4.5,3.544,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Tunisia,0.034,0,1.05,0.827,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Turkey,4.81,0,3.6,2.835,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,United States,2.076,0,3.05,2.402,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Uruguay,5.588,0,4.25,3.347,2026-07-04T15:36:52.581419+00:00
2026-06-11,final,Uzbekistan,0.112,0,1.35,1.063,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Algeria,8.036,0,9.0,8.029,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Argentina,47.522,0,52.5,46.833,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Australia,2.648,0,5.0,4.46,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Austria,12.354,0,14.0,12.489,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Belgium,33.53,0,39.5,35.236,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Bosnia and Herzegovina,6.36,0,6.5,5.798,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Brazil,40.366,0,50.5,45.049,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Canada,18.308,0,13.0,11.597,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Cape Verde,0.976,0,3.1,2.765,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Colombia,20.062,0,28.5,25.424,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Croatia,22.446,0,20.0,17.841,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Curacao,0.172,0,1.55,1.383,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Czechia,11.508,0,9.0,8.029,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,DR Congo,3.09,0,6.1,5.442,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Ecuador,19.052,0,19.5,17.395,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Egypt,8.434,0,9.5,8.475,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,England,53.344,0,55.5,49.509,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,France,55.914,0,60.0,53.524,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Germany,32.894,0,39.5,35.236,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Ghana,2.222,0,6.2,5.531,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Haiti,0.634,0,1.75,1.561,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Iran,4.86,0,3.45,3.078,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Iraq,0.2,0,3.65,3.256,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Ivory Coast,12.45,0,13.5,12.043,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Japan,18.03,0,24.5,21.855,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Jordan,0.526,0,2.05,1.829,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Mexico,15.106,0,29.5,26.316,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Morocco,19.852,0,24.0,21.409,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Netherlands,37.636,0,37.0,33.006,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,New Zealand,1.144,0,3.45,3.078,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Norway,22.452,0,30.5,27.208,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Panama,1.754,0,2.3,2.052,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Paraguay,7.726,0,8.0,7.136,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Portugal,45.13,0,51.5,45.941,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Qatar,0.314,0,3.5,3.122,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Saudi Arabia,0.596,0,2.4,2.141,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Scotland,9.924,0,9.0,8.029,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Senegal,20.464,0,16.0,14.273,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,South Africa,1.13,0,2.8,2.498,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,South Korea,11.05,0,12.0,10.705,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Spain,56.126,0,60.5,53.97,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Sweden,10.062,0,6.5,5.798,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Switzerland,28.396,0,25.0,22.302,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Tunisia,1.02,0,2.1,1.873,2026-07-04T15:36:52.581419+00:00
2026-06-11,qf,Turkey,27.746,0,24.5,21.855,2026-07-04T15:36:52.581419+00:00
