date,team,model_pct,pm_pct,kalshi_pct,consensus_pct,abs_pp,rel_pct,inserted_at,mle_pct,pool_pct,pm_bid,pm_ask,kalshi_bid,kalshi_ask
2026-06-10,Spain,19.105,16.45,17.35,16.23,2.874,-15.0,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Sweden,0.334,0.55,0.35,0.432,-0.098,29.3,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Switzerland,1.573,1.15,0.95,1.008,0.564,-35.9,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Tunisia,0.01,0.1,,0.096,-0.086,859.9,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Turkey,1.839,1.25,1.15,1.152,0.686,-37.3,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,United States,0.628,1.15,1.6,1.321,-0.692,110.2,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Uruguay,2.007,1.05,0.95,0.96,1.047,-52.1,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-10,Uzbekistan,0.02,0.1,,0.096,-0.076,380.0,2026-07-23T18:54:57.881688+00:00,,,,,,
2026-06-11,Algeria,0.18,0.15,0.15,0.141,0.039,-21.5,2026-06-11T09:34:59.474587+00:00,0.59,0.336,,,,
2026-06-11,Argentina,10.321,8.85,8.85,8.322,1.999,-19.4,2026-06-11T09:34:59.474587+00:00,9.207,10.055,,,,
2026-06-11,Australia,0.019,0.15,0.15,0.141,-0.122,623.3,2026-06-11T09:34:59.474587+00:00,0.315,0.081,,,,
2026-06-11,Austria,0.5,0.55,0.25,0.376,0.124,-24.8,2026-06-11T09:34:59.474587+00:00,0.785,0.646,,,,
2026-06-11,Belgium,2.075,1.95,2.25,1.975,0.1,-4.8,2026-06-11T09:34:59.474587+00:00,5.33,3.43,,,,
2026-06-11,Bosnia and Herzegovina,0.033,0.15,,0.141,-0.108,332.6,2026-06-11T11:03:14.771834+00:00,0.028,0.031,,,,
2026-06-11,Brazil,6.274,8.65,8.75,8.181,-1.907,30.4,2026-06-11T09:34:59.474587+00:00,9.424,7.932,,,,
2026-06-11,Canada,0.407,0.35,0.35,0.329,0.078,-19.1,2026-06-11T09:34:59.474587+00:00,0.291,0.355,,,,
2026-06-11,Cape Verde,0.003,0.1,,0.094,-0.091,3142.4,2026-06-11T09:34:59.474587+00:00,0.008,0.005,,,,
2026-06-11,Colombia,1.323,1.75,1.85,1.693,-0.37,27.9,2026-06-11T09:34:59.474587+00:00,4.723,2.578,,,,
2026-06-11,Croatia,1.798,0.85,0.75,0.752,1.046,-58.2,2026-06-11T09:34:59.474587+00:00,2.03,1.971,,,,
2026-06-11,Curacao,0.0,0.1,,0.094,-0.094,,2026-06-11T09:34:59.474587+00:00,0.0,0.0,,,,
2026-06-11,Czechia,0.179,0.25,,0.235,-0.056,31.5,2026-06-11T09:34:59.474587+00:00,0.348,0.257,,,,
2026-06-11,DR Congo,0.028,0.1,,0.094,-0.066,235.8,2026-06-11T11:03:14.771834+00:00,0.052,0.039,,,,
2026-06-11,Ecuador,1.063,0.85,0.85,0.799,0.264,-24.8,2026-06-11T09:34:59.474587+00:00,1.609,1.349,,,,
2026-06-11,Egypt,0.091,0.25,0.15,0.188,-0.097,107.3,2026-06-11T09:34:59.474587+00:00,0.264,0.159,,,,
2026-06-11,England,11.831,10.55,10.75,10.014,1.816,-15.4,2026-06-11T09:34:59.474587+00:00,7.053,9.422,,,,
2026-06-11,France,15.257,16.05,17.05,15.562,-0.305,2.0,2026-06-11T09:34:59.474587+00:00,7.482,11.021,,,,
2026-06-11,Germany,4.541,5.15,5.55,5.031,-0.49,10.8,2026-06-11T09:34:59.474587+00:00,6.774,5.721,,,,
2026-06-11,Ghana,0.012,0.15,0.15,0.141,-0.129,1046.7,2026-06-11T09:34:59.474587+00:00,0.037,0.022,,,,
2026-06-11,Haiti,0.002,0.1,0.15,0.118,-0.116,6429.8,2026-06-11T09:34:59.474587+00:00,0.002,0.002,,,,
2026-06-11,Iran,0.031,0.15,0.15,0.141,-0.11,356.5,2026-06-11T09:34:59.474587+00:00,0.467,0.124,,,,
2026-06-11,Iraq,0.0,0.1,,0.094,-0.094,46914.6,2026-06-11T09:34:59.474587+00:00,0.009,0.001,,,,
2026-06-11,Ivory Coast,0.384,0.35,0.35,0.329,0.055,-14.4,2026-06-11T09:34:59.474587+00:00,0.301,0.351,,,,
2026-06-11,Japan,0.988,1.75,1.65,1.598,-0.61,61.8,2026-06-11T09:34:59.474587+00:00,1.26,1.151,,,,
2026-06-11,Jordan,0.001,0.1,,0.094,-0.093,10347.7,2026-06-11T09:34:59.474587+00:00,0.012,0.003,,,,
2026-06-11,Mexico,0.341,1.35,2.3,1.716,-1.376,404.0,2026-06-11T09:34:59.474587+00:00,0.679,0.496,,,,
2026-06-11,Morocco,1.076,1.55,1.55,1.457,-0.382,35.5,2026-06-11T09:34:59.474587+00:00,1.659,1.378,,,,
2026-06-11,Netherlands,4.821,4.65,6.2,5.101,-0.28,5.8,2026-06-11T09:34:59.474587+00:00,5.146,5.138,,,,
2026-06-11,New Zealand,0.003,0.1,,0.094,-0.091,3258.2,2026-06-11T09:34:59.474587+00:00,0.002,0.002,,,,
2026-06-11,Norway,1.537,2.35,2.45,2.257,-0.72,46.9,2026-06-11T09:34:59.474587+00:00,2.038,1.825,,,,
2026-06-11,Panama,0.009,0.1,,0.094,-0.085,911.1,2026-06-11T09:34:59.474587+00:00,0.011,0.01,,,,
2026-06-11,Paraguay,0.149,0.15,0.15,0.141,0.008,-5.1,2026-06-11T09:34:59.474587+00:00,0.447,0.266,,,,
2026-06-11,Portugal,7.51,10.85,10.85,10.202,-2.692,35.8,2026-06-11T09:34:59.474587+00:00,8.196,8.093,,,,
2026-06-11,Qatar,0.0,0.1,,0.094,-0.094,93929.1,2026-06-11T09:34:59.474587+00:00,0.005,0.001,,,,
2026-06-11,Saudi Arabia,0.001,0.1,,0.094,-0.094,18705.8,2026-06-11T09:34:59.474587+00:00,0.015,0.003,,,,
2026-06-11,Scotland,0.241,0.25,0.25,0.235,0.006,-2.5,2026-06-11T09:34:59.474587+00:00,0.328,0.29,,,,
2026-06-11,Senegal,1.225,0.65,0.65,0.611,0.613,-50.1,2026-06-11T09:34:59.474587+00:00,0.762,0.996,,,,
2026-06-11,South Africa,0.002,0.1,,0.094,-0.092,5776.8,2026-06-11T09:34:59.474587+00:00,0.038,0.008,,,,
2026-06-11,South Korea,0.157,0.25,0.25,0.235,-0.078,49.9,2026-06-11T09:34:59.474587+00:00,0.292,0.221,,,,
2026-06-11,Spain,19.174,16.95,17.3,16.102,3.071,-16.0,2026-06-11T09:34:59.474587+00:00,15.698,17.896,,,,
2026-06-11,Sweden,0.32,0.55,0.35,0.423,-0.103,32.4,2026-06-11T09:34:59.474587+00:00,0.436,0.385,,,,
2026-06-11,Switzerland,1.571,1.25,0.95,1.034,0.536,-34.2,2026-06-11T09:34:59.474587+00:00,2.081,1.865,,,,
2026-06-11,Tunisia,0.005,0.1,,0.094,-0.089,1780.6,2026-06-11T09:34:59.474587+00:00,0.098,0.023,,,,
2026-06-11,Turkey,1.862,1.05,0.95,0.94,0.922,-49.5,2026-06-11T09:34:59.474587+00:00,0.776,1.24,,,,
2026-06-11,United States,0.595,1.15,1.65,1.316,-0.722,121.4,2026-06-11T09:34:59.474587+00:00,0.294,0.432,,,,
2026-06-11,Uruguay,2.047,0.95,0.95,0.893,1.153,-56.4,2026-06-11T09:34:59.474587+00:00,2.563,2.362,,,,
2026-06-11,Uzbekistan,0.019,0.1,,0.094,-0.075,397.5,2026-06-11T09:34:59.474587+00:00,0.035,0.027,,,,
2026-06-12,Algeria,0.181,0.15,0.15,0.141,0.04,-22.2,2026-06-12T12:14:57.265454+00:00,0.59,0.337,,,,
2026-06-12,Argentina,10.326,8.85,8.85,8.308,2.018,-19.5,2026-06-12T12:14:57.265454+00:00,9.212,10.062,,,,
2026-06-12,Australia,0.02,0.15,0.15,0.141,-0.121,604.1,2026-06-12T12:14:57.265454+00:00,0.313,0.082,,,,
2026-06-12,Austria,0.501,0.55,0.25,0.375,0.125,-25.0,2026-06-12T12:14:57.265454+00:00,0.781,0.645,,,,
2026-06-12,Belgium,2.064,1.95,2.25,1.971,0.093,-4.5,2026-06-12T12:14:57.265454+00:00,5.343,3.426,,,,
2026-06-12,Bosnia and Herzegovina,0.033,0.15,,0.141,-0.108,325.4,2026-06-12T12:14:57.265454+00:00,0.027,0.031,,,,
2026-06-12,Brazil,6.277,8.55,8.45,7.979,-1.702,27.1,2026-06-12T12:14:57.265454+00:00,9.406,7.927,,,,
2026-06-12,Canada,0.406,0.35,0.25,0.282,0.124,-30.6,2026-06-12T12:14:57.265454+00:00,0.289,0.353,,,,
2026-06-12,Cape Verde,0.003,0.1,,0.094,-0.091,2928.2,2026-06-12T12:14:57.265454+00:00,0.008,0.005,,,,
2026-06-12,Colombia,1.32,1.75,1.85,1.69,-0.369,28.0,2026-06-12T12:14:57.265454+00:00,4.726,2.577,,,,
2026-06-12,Croatia,1.796,0.85,0.75,0.751,1.045,-58.2,2026-06-12T12:14:57.265454+00:00,2.022,1.966,,,,
2026-06-12,Curacao,0.0,0.1,,0.094,-0.094,,2026-06-12T12:14:57.265454+00:00,0.0,0.0,,,,
2026-06-12,Czechia,0.147,0.25,,0.235,-0.088,59.8,2026-06-12T12:14:57.265454+00:00,0.258,0.201,,,,
2026-06-12,DR Congo,0.028,0.1,,0.094,-0.066,234.1,2026-06-12T12:14:57.265454+00:00,0.052,0.039,,,,
2026-06-12,Ecuador,1.059,0.85,0.85,0.798,0.261,-24.6,2026-06-12T12:14:57.265454+00:00,1.603,1.344,,,,
2026-06-12,Egypt,0.09,0.25,0.15,0.188,-0.098,108.1,2026-06-12T12:14:57.265454+00:00,0.263,0.159,,,,
2026-06-12,England,11.822,10.55,10.75,9.998,1.824,-15.4,2026-06-12T12:14:57.265454+00:00,7.018,9.396,,,,
2026-06-12,France,15.266,16.05,17.05,15.536,-0.27,1.8,2026-06-12T12:14:57.265454+00:00,7.487,11.03,,,,
2026-06-12,Germany,4.534,5.15,5.55,5.022,-0.488,10.8,2026-06-12T12:14:57.265454+00:00,6.768,5.715,,,,
2026-06-12,Ghana,0.012,0.15,0.15,0.141,-0.129,1054.2,2026-06-12T12:14:57.265454+00:00,0.036,0.022,,,,
2026-06-12,Haiti,0.002,0.1,0.15,0.117,-0.115,6076.0,2026-06-12T12:14:57.265454+00:00,0.003,0.002,,,,
2026-06-12,Iran,0.031,0.15,0.15,0.141,-0.11,360.2,2026-06-12T12:14:57.265454+00:00,0.465,0.123,,,,
2026-06-12,Iraq,0.0,0.1,,0.094,-0.094,46837.3,2026-06-12T12:14:57.265454+00:00,0.008,0.001,,,,
2026-06-12,Ivory Coast,0.383,0.35,0.35,0.329,0.054,-14.2,2026-06-12T12:14:57.265454+00:00,0.297,0.348,,,,
2026-06-12,Japan,0.986,2.05,1.65,1.737,-0.751,76.1,2026-06-12T12:14:57.265454+00:00,1.26,1.15,,,,
2026-06-12,Jordan,0.001,0.1,,0.094,-0.093,10330.5,2026-06-12T12:14:57.265454+00:00,0.013,0.003,,,,
2026-06-12,Mexico,0.366,1.45,2.35,1.784,-1.417,387.1,2026-06-12T12:14:57.265454+00:00,0.777,0.55,,,,
2026-06-12,Morocco,1.072,1.55,1.55,1.455,-0.383,35.7,2026-06-12T12:14:57.265454+00:00,1.648,1.372,,,,
2026-06-12,Netherlands,4.821,4.55,5.65,4.788,0.033,-0.7,2026-06-12T12:14:57.265454+00:00,5.139,5.135,,,,
2026-06-12,New Zealand,0.003,0.1,,0.094,-0.091,3376.8,2026-06-12T12:14:57.265454+00:00,0.002,0.002,,,,
2026-06-12,Norway,1.537,2.45,2.45,2.3,-0.763,49.6,2026-06-12T12:14:57.265454+00:00,2.032,1.823,,,,
2026-06-12,Panama,0.01,0.1,,0.094,-0.084,877.9,2026-06-12T12:14:57.265454+00:00,0.011,0.01,,,,
2026-06-12,Paraguay,0.149,0.15,0.15,0.141,0.008,-5.4,2026-06-12T12:14:57.265454+00:00,0.447,0.266,,,,
2026-06-12,Portugal,7.507,11.25,10.75,10.326,-2.819,37.6,2026-06-12T12:14:57.265454+00:00,8.186,8.088,,,,
2026-06-12,Qatar,0.0,0.1,,0.094,-0.094,93774.7,2026-06-12T12:14:57.265454+00:00,0.005,0.001,,,,
2026-06-12,Saudi Arabia,0.001,0.1,,0.094,-0.093,18674.9,2026-06-12T12:14:57.265454+00:00,0.015,0.003,,,,
2026-06-12,Scotland,0.24,0.25,0.25,0.235,0.005,-2.1,2026-06-12T12:14:57.265454+00:00,0.327,0.289,,,,
2026-06-12,Senegal,1.228,0.65,0.65,0.61,0.618,-50.3,2026-06-12T12:14:57.265454+00:00,0.76,0.997,,,,
2026-06-12,South Africa,0.001,0.1,,0.094,-0.093,7722.9,2026-06-12T12:14:57.265454+00:00,0.025,0.006,,,,
2026-06-12,South Korea,0.191,0.35,0.35,0.329,-0.138,72.2,2026-06-12T12:14:57.265454+00:00,0.402,0.286,,,,
2026-06-12,Spain,19.174,16.95,17.65,16.24,2.933,-15.3,2026-06-12T12:14:57.265454+00:00,15.703,17.901,,,,
2026-06-12,Sweden,0.318,0.55,0.25,0.375,-0.057,17.9,2026-06-12T12:14:57.265454+00:00,0.433,0.383,,,,
2026-06-12,Switzerland,1.57,1.35,0.95,1.08,0.49,-31.2,2026-06-12T12:14:57.265454+00:00,2.077,1.863,,,,
2026-06-12,Tunisia,0.005,0.1,,0.094,-0.089,1777.5,2026-06-12T12:14:57.265454+00:00,0.099,0.023,,,,
2026-06-12,Turkey,1.866,1.05,0.95,0.939,0.927,-49.7,2026-06-12T12:14:57.265454+00:00,0.78,1.244,,,,
2026-06-12,United States,0.598,1.15,1.75,1.361,-0.763,127.6,2026-06-12T12:14:57.265454+00:00,0.296,0.434,,,,
2026-06-12,Uruguay,2.038,0.95,0.95,0.892,1.146,-56.2,2026-06-12T12:14:57.265454+00:00,2.553,2.353,,,,
2026-06-12,Uzbekistan,0.018,0.1,,0.094,-0.075,410.2,2026-06-12T12:14:57.265454+00:00,0.034,0.026,,,,
2026-06-13,Algeria,0.182,0.15,0.15,0.142,0.04,-22.0,2026-06-13T11:08:18.477303+00:00,0.592,0.338,0.1,0.2,0.1,0.2
2026-06-13,Argentina,10.243,7.85,8.85,7.892,2.351,-23.0,2026-06-13T11:08:18.477303+00:00,9.228,10.029,7.8,7.9,8.8,8.9
2026-06-13,Australia,0.019,0.15,0.15,0.142,-0.123,646.2,2026-06-13T11:08:18.477303+00:00,0.313,0.08,,,0.1,0.2
2026-06-13,Austria,0.502,0.55,0.25,0.378,0.124,-24.6,2026-06-13T11:08:18.477303+00:00,0.781,0.646,,,0.2,0.3
2026-06-13,Belgium,2.049,1.95,2.05,1.89,0.158,-7.7,2026-06-13T11:08:18.477303+00:00,5.367,3.421,,,2.0,2.1
2026-06-13,Bosnia and Herzegovina,0.034,0.15,,0.142,-0.108,320.7,2026-06-13T11:08:18.477303+00:00,0.027,0.031,0.1,0.2,,
2026-06-13,Brazil,6.271,8.35,8.55,7.987,-1.716,27.4,2026-06-13T11:08:18.477303+00:00,9.406,7.923,8.3,8.4,8.5,8.6
2026-06-13,Canada,0.405,0.25,0.25,0.236,0.169,-41.7,2026-06-13T11:08:18.477303+00:00,0.29,0.354,0.2,0.3,0.2,0.3
2026-06-13,Cape Verde,0.003,0.1,,0.095,-0.092,3159.2,2026-06-13T11:08:18.477303+00:00,0.008,0.005,,,,
2026-06-13,Colombia,1.322,1.65,1.65,1.56,-0.238,18.0,2026-06-13T11:08:18.477303+00:00,4.73,2.58,1.6,1.7,1.6,1.7
2026-06-13,Croatia,1.796,0.85,0.75,0.756,1.04,-57.9,2026-06-13T11:08:18.477303+00:00,2.022,1.966,,,0.7,0.8
2026-06-13,Curacao,0.0,0.1,,0.095,-0.094,94418.0,2026-06-13T11:08:18.477303+00:00,0.0,0.0,,0.1,,
2026-06-13,Czechia,0.147,0.25,,0.236,-0.089,60.6,2026-06-13T11:08:18.477303+00:00,0.262,0.203,,,,
2026-06-13,DR Congo,0.028,0.1,,0.095,-0.067,242.5,2026-06-13T11:08:18.477303+00:00,0.051,0.039,,,,
2026-06-13,Ecuador,1.062,0.85,0.75,0.756,0.306,-28.8,2026-06-13T11:08:18.477303+00:00,1.601,1.345,0.8,0.9,0.7,0.8
2026-06-13,Egypt,0.088,0.25,0.15,0.189,-0.101,115.8,2026-06-13T11:08:18.477303+00:00,0.264,0.157,,,0.1,0.2
2026-06-13,England,11.831,9.65,10.75,9.641,2.19,-18.5,2026-06-13T11:08:18.477303+00:00,7.024,9.404,9.6,9.7,10.7,10.8
2026-06-13,France,15.315,16.05,17.15,15.69,-0.375,2.4,2026-06-13T11:08:18.477303+00:00,7.478,11.04,16.0,16.1,17.1,17.2
2026-06-13,Germany,4.548,5.15,5.05,4.82,-0.272,6.0,2026-06-13T11:08:18.477303+00:00,6.768,5.723,5.1,5.2,5.0,5.1
2026-06-13,Ghana,0.012,0.15,0.15,0.142,-0.13,1101.5,2026-06-13T11:08:18.477303+00:00,0.036,0.021,0.1,0.2,0.1,0.2
2026-06-13,Haiti,0.002,0.1,0.15,0.118,-0.116,5807.4,2026-06-13T11:08:18.477303+00:00,0.002,0.002,,0.1,0.1,0.2
2026-06-13,Iran,0.029,0.15,0.15,0.142,-0.112,383.9,2026-06-13T11:08:18.477303+00:00,0.468,0.121,0.1,0.2,0.1,0.2
2026-06-13,Iraq,0.0,0.1,,0.095,-0.094,47159.0,2026-06-13T11:08:18.477303+00:00,0.008,0.001,,0.1,,
2026-06-13,Ivory Coast,0.383,0.35,0.25,0.284,0.099,-25.9,2026-06-13T11:08:18.477303+00:00,0.298,0.348,,,0.2,0.3
2026-06-13,Japan,0.986,1.95,1.65,1.701,-0.716,72.6,2026-06-13T11:08:18.477303+00:00,1.261,1.15,1.9,2.0,1.6,1.7
2026-06-13,Jordan,0.001,0.1,,0.095,-0.094,13402.6,2026-06-13T11:08:18.477303+00:00,0.012,0.003,,0.1,,
2026-06-13,Mexico,0.364,1.35,1.85,1.512,-1.148,315.2,2026-06-13T11:08:18.477303+00:00,0.781,0.55,1.3,1.4,1.7,2.0
2026-06-13,Morocco,1.073,1.45,1.55,1.418,-0.344,32.1,2026-06-13T11:08:18.477303+00:00,1.649,1.373,1.4,1.5,1.5,1.6
2026-06-13,Netherlands,4.823,5.05,5.85,5.151,-0.328,6.8,2026-06-13T11:08:18.477303+00:00,5.132,5.132,5.0,5.1,5.8,5.9
2026-06-13,New Zealand,0.003,0.1,,0.095,-0.092,3535.3,2026-06-13T11:08:18.477303+00:00,0.002,0.002,,0.1,,
2026-06-13,Norway,1.548,2.55,2.45,2.363,-0.815,52.7,2026-06-13T11:08:18.477303+00:00,2.036,1.831,2.5,2.6,2.4,2.5
2026-06-13,Panama,0.009,0.1,,0.095,-0.085,927.4,2026-06-13T11:08:18.477303+00:00,0.011,0.01,,0.1,,
2026-06-13,Paraguay,0.095,0.15,0.15,0.142,-0.046,48.6,2026-06-13T11:08:18.477303+00:00,0.255,0.161,0.1,0.2,0.1,0.2
2026-06-13,Portugal,7.506,10.55,10.85,10.113,-2.608,34.7,2026-06-13T11:08:18.477303+00:00,8.185,8.086,10.5,10.6,10.8,10.9
2026-06-13,Qatar,0.0,0.1,,0.095,-0.094,94418.0,2026-06-13T11:08:18.477303+00:00,0.005,0.001,,,,
2026-06-13,Saudi Arabia,0.001,0.1,,0.095,-0.094,15653.0,2026-06-13T11:08:18.477303+00:00,0.016,0.003,,,,
2026-06-13,Scotland,0.243,0.25,0.15,0.189,0.054,-22.1,2026-06-13T11:08:18.477303+00:00,0.327,0.291,0.2,0.3,0.1,0.2
2026-06-13,Senegal,1.229,0.65,0.65,0.614,0.615,-50.0,2026-06-13T11:08:18.477303+00:00,0.755,0.994,0.6,0.7,0.6,0.7
2026-06-13,South Africa,0.001,0.1,,0.095,-0.093,7170.6,2026-06-13T11:08:18.477303+00:00,0.025,0.006,,0.1,,
2026-06-13,South Korea,0.192,0.45,0.55,0.473,-0.28,145.6,2026-06-13T11:08:18.477303+00:00,0.401,0.287,0.4,0.5,0.5,0.6
2026-06-13,Spain,19.163,16.75,16.95,15.926,3.237,-16.9,2026-06-13T11:08:18.477303+00:00,15.727,17.909,16.7,16.8,16.9,17.0
2026-06-13,Sweden,0.321,0.55,0.25,0.378,-0.057,17.8,2026-06-13T11:08:18.477303+00:00,0.429,0.383,,,0.2,0.3
2026-06-13,Switzerland,1.562,1.45,1.2,1.252,0.31,-19.8,2026-06-13T11:08:18.477303+00:00,2.079,1.859,1.4,1.5,1.1,1.3
2026-06-13,Tunisia,0.005,0.1,,0.095,-0.089,1683.4,2026-06-13T11:08:18.477303+00:00,0.099,0.024,,0.1,,
2026-06-13,Turkey,1.859,1.25,0.95,1.04,0.82,-44.1,2026-06-13T11:08:18.477303+00:00,0.76,1.226,1.2,1.3,0.9,1.0
2026-06-13,United States,0.709,1.95,3.55,2.599,-1.891,266.8,2026-06-13T11:08:18.477303+00:00,0.435,0.573,1.9,2.0,3.5,3.6
2026-06-13,Uruguay,2.019,0.85,0.95,0.851,1.169,-57.9,2026-06-13T11:08:18.477303+00:00,2.559,2.345,0.8,0.9,0.9,1.0
2026-06-13,Uzbekistan,0.018,0.1,,0.095,-0.077,425.1,2026-06-13T11:08:18.477303+00:00,0.034,0.026,,0.1,,
2026-06-14,Algeria,0.188,0.15,0.15,0.144,0.044,-23.4,2026-06-14T11:30:04.396705+00:00,0.593,0.344,0.1,0.2,0.1,0.2
2026-06-14,Argentina,10.674,7.85,8.85,8.015,2.659,-24.9,2026-06-14T11:30:04.396705+00:00,9.277,10.255,7.8,7.9,8.8,8.9
2026-06-14,Australia,0.051,0.15,0.25,0.192,-0.141,277.2,2026-06-14T11:30:04.396705+00:00,0.497,0.164,,,0.2,0.3
2026-06-14,Austria,0.518,0.55,0.35,0.432,0.086,-16.6,2026-06-14T11:30:04.396705+00:00,0.783,0.656,,,0.3,0.4
2026-06-14,Belgium,2.162,1.95,1.85,1.824,0.338,-15.7,2026-06-14T11:30:04.396705+00:00,5.407,3.524,,,1.8,1.9
2026-06-14,Bosnia and Herzegovina,0.035,0.15,,0.144,-0.109,310.2,2026-06-14T11:30:04.396705+00:00,0.026,0.031,0.1,0.2,,
2026-06-14,Brazil,6.291,7.45,6.85,6.863,-0.572,9.1,2026-06-14T11:30:04.396705+00:00,9.394,7.922,7.4,7.5,6.8,6.9
2026-06-14,Canada,0.416,0.25,0.25,0.24,0.176,-42.4,2026-06-14T11:30:04.396705+00:00,0.293,0.36,0.2,0.3,0.2,0.3
2026-06-14,Cape Verde,0.003,0.1,,0.096,-0.093,3739.7,2026-06-14T11:30:04.396705+00:00,0.008,0.005,,,,
