date,team,model_pct,pm_pct,kalshi_pct,consensus_pct,abs_pp,rel_pct,inserted_at,mle_pct,pool_pct,pm_bid,pm_ask,kalshi_bid,kalshi_ask
2026-06-19,Morocco,1.054,2.85,1.95,2.308,-1.253,118.8,2026-06-19T12:48:49.111835+00:00,1.626,1.348,2.8,2.9,1.9,2.0
2026-06-19,Netherlands,4.403,3.95,4.15,3.894,0.508,-11.5,2026-06-19T12:48:49.111835+00:00,4.699,4.683,3.9,4.0,4.1,4.2
2026-06-19,New Zealand,0.002,0.1,,0.096,-0.095,6310.3,2026-06-19T12:48:49.111835+00:00,0.002,0.002,,0.1,,
2026-06-19,Norway,1.695,2.55,2.55,2.452,-0.757,44.6,2026-06-19T12:48:49.111835+00:00,2.351,2.056,2.5,2.6,2.5,2.6
2026-06-19,Panama,0.002,0.1,0.15,0.12,-0.118,4908.0,2026-06-19T12:48:49.111835+00:00,0.003,0.003,,0.1,0.1,0.2
2026-06-19,Paraguay,0.088,0.15,0.15,0.144,-0.057,64.5,2026-06-19T12:48:49.111835+00:00,0.241,0.15,0.1,0.2,0.1,0.2
2026-06-19,Portugal,6.881,7.35,7.95,7.356,-0.475,6.9,2026-06-19T12:48:49.111835+00:00,7.536,7.415,7.3,7.4,7.9,8.0
2026-06-19,Qatar,0.0,0.1,,0.096,-0.096,,2026-06-19T12:48:49.111835+00:00,0.004,0.0,,,,
2026-06-19,Saudi Arabia,0.001,0.1,,0.096,-0.095,7912.8,2026-06-19T12:48:49.111835+00:00,0.018,0.005,,,,
2026-06-19,Scotland,0.298,0.15,0.15,0.144,0.154,-51.7,2026-06-19T12:48:49.111835+00:00,0.386,0.35,0.1,0.2,0.1,0.2
2026-06-19,Senegal,1.059,0.55,0.45,0.481,0.578,-54.6,2026-06-19T12:48:49.111835+00:00,0.609,0.827,0.5,0.6,0.4,0.5
2026-06-19,South Africa,0.001,0.1,,0.096,-0.095,9515.4,2026-06-19T12:48:49.111835+00:00,0.021,0.005,,0.1,,
2026-06-19,South Korea,0.169,0.35,0.35,0.337,-0.168,99.1,2026-06-19T12:48:49.111835+00:00,0.321,0.24,0.3,0.4,0.3,0.4
2026-06-19,Spain,19.198,13.65,13.3,12.957,6.241,-32.5,2026-06-19T12:48:49.111835+00:00,15.272,17.632,13.6,13.7,13.2,13.4
2026-06-19,Sweden,0.426,0.55,0.45,0.481,-0.055,12.9,2026-06-19T12:48:49.111835+00:00,0.658,0.545,,,0.4,0.5
2026-06-19,Switzerland,1.619,0.95,0.95,0.913,0.705,-43.6,2026-06-19T12:48:49.111835+00:00,2.273,1.975,0.9,1.0,0.9,1.0
2026-06-19,Tunisia,0.002,0.1,,0.096,-0.095,5909.6,2026-06-19T12:48:49.111835+00:00,0.033,0.007,,0.1,,
2026-06-19,Turkey,1.06,0.45,0.35,0.385,0.675,-63.7,2026-06-19T12:48:49.111835+00:00,0.48,0.734,0.4,0.5,0.3,0.4
2026-06-19,United States,0.761,2.45,3.7,2.957,-2.196,288.6,2026-06-19T12:48:49.111835+00:00,0.47,0.616,2.4,2.5,3.5,3.9
2026-06-19,Uruguay,1.858,0.55,0.55,0.529,1.329,-71.5,2026-06-19T12:48:49.111835+00:00,2.23,2.096,0.5,0.6,0.5,0.6
2026-06-19,Uzbekistan,0.011,0.1,,0.096,-0.086,815.8,2026-06-19T12:48:49.111835+00:00,0.02,0.015,,0.1,,
2026-06-20,Algeria,0.16,0.1,0.15,0.121,0.04,-24.7,2026-06-20T11:12:20.66453+00:00,0.505,0.293,,0.1,0.1,0.2
2026-06-20,Argentina,11.927,11.75,10.75,10.851,1.075,-9.0,2026-06-20T11:12:20.66453+00:00,10.167,11.336,11.7,11.8,10.7,10.8
2026-06-20,Australia,0.043,0.15,0.15,0.145,-0.101,232.6,2026-06-20T11:12:20.66453+00:00,0.422,0.139,,,0.1,0.2
2026-06-20,Austria,0.627,0.55,0.35,0.434,0.193,-30.8,2026-06-20T11:12:20.66453+00:00,1.03,0.827,,,0.3,0.4
2026-06-20,Belgium,2.179,1.95,1.55,1.688,0.491,-22.5,2026-06-20T11:12:20.66453+00:00,5.449,3.547,,,1.5,1.6
2026-06-20,Bosnia and Herzegovina,0.036,0.1,,0.096,-0.061,170.9,2026-06-20T11:12:20.66453+00:00,0.024,0.03,,0.1,,
2026-06-20,Brazil,6.198,6.15,6.85,6.27,-0.072,1.2,2026-06-20T11:12:20.66453+00:00,9.18,7.765,6.1,6.2,6.8,6.9
2026-06-20,Canada,0.432,0.35,0.45,0.386,0.046,-10.7,2026-06-20T11:12:20.66453+00:00,0.34,0.394,0.3,0.4,0.4,0.5
2026-06-20,Cape Verde,0.005,0.1,,0.096,-0.091,1754.9,2026-06-20T11:12:20.66453+00:00,0.012,0.008,,,,
2026-06-20,Colombia,1.642,1.55,1.75,1.592,0.051,-3.1,2026-06-20T11:12:20.66453+00:00,5.386,3.062,1.5,1.6,1.7,1.8
2026-06-20,Croatia,1.535,0.85,0.55,0.675,0.86,-56.0,2026-06-20T11:12:20.66453+00:00,1.683,1.655,,,0.5,0.6
2026-06-20,Curacao,0.0,0.1,,0.096,-0.096,,2026-06-20T11:12:20.66453+00:00,0.0,0.0,,0.1,,
2026-06-20,Czechia,0.069,0.25,,0.241,-0.172,250.0,2026-06-20T11:12:20.66453+00:00,0.179,0.114,,,,
2026-06-20,DR Congo,0.037,0.1,,0.096,-0.06,161.4,2026-06-20T11:12:20.66453+00:00,0.069,0.052,,,,
2026-06-20,Ecuador,0.916,0.45,0.35,0.386,0.53,-57.9,2026-06-20T11:12:20.66453+00:00,1.349,1.144,0.4,0.5,0.3,0.4
2026-06-20,Egypt,0.116,0.25,0.25,0.241,-0.126,108.8,2026-06-20T11:12:20.66453+00:00,0.307,0.194,,,0.2,0.3
2026-06-20,England,12.422,12.55,12.85,12.25,0.172,-1.4,2026-06-20T11:12:20.66453+00:00,7.591,9.996,12.5,12.6,12.8,12.9
2026-06-20,France,15.496,18.45,19.25,18.182,-2.686,17.3,2026-06-20T11:12:20.66453+00:00,7.79,11.31,18.4,18.5,19.2,19.3
2026-06-20,Germany,4.64,6.25,5.95,5.884,-1.244,26.8,2026-06-20T11:12:20.66453+00:00,6.671,5.727,6.2,6.3,5.9,6.0
2026-06-20,Ghana,0.024,0.1,0.15,0.121,-0.097,402.4,2026-06-20T11:12:20.66453+00:00,0.06,0.039,,0.1,0.1,0.2
2026-06-20,Haiti,0.0,0.1,0.15,0.121,-0.121,,2026-06-20T11:12:20.66453+00:00,0.0,0.0,,,0.1,0.2
2026-06-20,Iran,0.028,0.1,0.15,0.121,-0.093,333.7,2026-06-20T11:12:20.66453+00:00,0.366,0.104,,0.1,0.1,0.2
2026-06-20,Iraq,0.0,0.1,,0.096,-0.096,96355.3,2026-06-20T11:12:20.66453+00:00,0.004,0.001,,0.1,,
2026-06-20,Ivory Coast,0.412,0.35,0.45,0.386,0.026,-6.4,2026-06-20T11:12:20.66453+00:00,0.333,0.381,,,0.4,0.5
2026-06-20,Japan,0.934,1.35,1.35,1.302,-0.368,39.5,2026-06-20T11:12:20.66453+00:00,1.211,1.095,1.3,1.4,1.3,1.4
2026-06-20,Jordan,0.001,0.1,,0.096,-0.095,9545.5,2026-06-20T11:12:20.66453+00:00,0.006,0.002,,0.1,,
2026-06-20,Mexico,0.328,1.25,1.9,1.519,-1.191,363.0,2026-06-20T11:12:20.66453+00:00,0.699,0.493,1.2,1.3,1.7,2.1
2026-06-20,Morocco,1.227,2.65,2.65,2.556,-1.329,108.3,2026-06-20T11:12:20.66453+00:00,1.889,1.568,2.6,2.7,2.6,2.7
2026-06-20,Netherlands,4.294,3.95,4.15,3.906,0.388,-9.0,2026-06-20T11:12:20.66453+00:00,4.557,4.554,3.9,4.0,4.1,4.2
2026-06-20,New Zealand,0.002,0.1,,0.096,-0.094,4493.1,2026-06-20T11:12:20.66453+00:00,0.001,0.002,,0.1,,
2026-06-20,Norway,1.693,2.45,2.65,2.46,-0.767,45.3,2026-06-20T11:12:20.66453+00:00,2.344,2.051,2.4,2.5,2.6,2.7
2026-06-20,Panama,0.002,0.1,0.15,0.121,-0.118,5380.4,2026-06-20T11:12:20.66453+00:00,0.003,0.003,,0.1,0.1,0.2
2026-06-20,Paraguay,0.184,0.15,0.15,0.145,0.04,-21.5,2026-06-20T11:12:20.66453+00:00,0.455,0.298,0.1,0.2,0.1,0.2
2026-06-20,Portugal,6.859,7.35,6.75,6.8,0.059,-0.9,2026-06-20T11:12:20.66453+00:00,7.523,7.395,7.3,7.4,6.7,6.8
2026-06-20,Qatar,0.0,0.1,,0.096,-0.096,,2026-06-20T11:12:20.66453+00:00,0.004,0.0,,,,
2026-06-20,Saudi Arabia,0.002,0.1,,0.096,-0.095,6330.4,2026-06-20T11:12:20.66453+00:00,0.017,0.005,,,,
2026-06-20,Scotland,0.253,0.15,0.15,0.145,0.109,-42.9,2026-06-20T11:12:20.66453+00:00,0.318,0.292,0.1,0.2,0.1,0.2
2026-06-20,Senegal,1.059,0.55,0.45,0.482,0.577,-54.5,2026-06-20T11:12:20.66453+00:00,0.624,0.837,0.5,0.6,0.4,0.5
2026-06-20,South Africa,0.001,0.1,,0.096,-0.095,8668.7,2026-06-20T11:12:20.66453+00:00,0.021,0.005,,0.1,,
2026-06-20,South Korea,0.169,0.35,0.35,0.338,-0.168,99.6,2026-06-20T11:12:20.66453+00:00,0.322,0.24,0.3,0.4,0.3,0.4
2026-06-20,Spain,19.241,13.65,13.05,12.877,6.364,-33.1,2026-06-20T11:12:20.66453+00:00,15.299,17.661,13.6,13.7,13.0,13.1
2026-06-20,Sweden,0.413,0.55,0.35,0.434,-0.021,5.1,2026-06-20T11:12:20.66453+00:00,0.643,0.53,,,0.3,0.4
2026-06-20,Switzerland,1.605,0.85,0.85,0.82,0.786,-48.9,2026-06-20T11:12:20.66453+00:00,2.257,1.959,0.8,0.9,0.8,0.9
2026-06-20,Tunisia,0.001,0.1,,0.096,-0.095,7937.9,2026-06-20T11:12:20.66453+00:00,0.031,0.006,,0.1,,
2026-06-20,Turkey,0.0,0.1,0.25,0.169,-0.169,,2026-06-20T11:12:20.66453+00:00,0.0,0.0,,0.1,0.2,0.3
2026-06-20,United States,0.883,3.25,5.45,4.196,-3.312,375.0,2026-06-20T11:12:20.66453+00:00,0.608,0.754,3.2,3.3,5.4,5.5
2026-06-20,Uruguay,1.896,0.55,0.45,0.482,1.413,-74.6,2026-06-20T11:12:20.66453+00:00,2.231,2.117,0.5,0.6,0.4,0.5
2026-06-20,Uzbekistan,0.01,0.1,,0.096,-0.086,864.6,2026-06-20T11:12:20.66453+00:00,0.021,0.015,,0.1,,
2026-06-21,Algeria,0.164,0.1,,0.095,0.068,-41.8,2026-06-21T11:47:05.989851+00:00,0.52,0.3,,0.1,,
2026-06-21,Argentina,11.969,11.75,10.9,10.786,1.183,-9.9,2026-06-21T11:47:05.989851+00:00,10.162,11.343,11.7,11.8,10.7,11.1
2026-06-21,Australia,0.043,0.35,0.15,0.238,-0.195,449.9,2026-06-21T11:47:05.989851+00:00,0.419,0.139,,,0.1,0.2
2026-06-21,Austria,0.638,0.45,0.35,0.381,0.257,-40.3,2026-06-21T11:47:05.989851+00:00,1.036,0.836,,,0.3,0.4
2026-06-21,Belgium,2.164,1.55,1.55,1.476,0.688,-31.8,2026-06-21T11:47:05.989851+00:00,5.415,3.521,,,1.5,1.6
2026-06-21,Bosnia and Herzegovina,0.034,0.1,,0.095,-0.062,184.3,2026-06-21T11:47:05.989851+00:00,0.024,0.029,,0.1,,
2026-06-21,Brazil,6.173,5.95,6.15,5.762,0.411,-6.7,2026-06-21T11:47:05.989851+00:00,9.024,7.676,5.9,6.0,6.1,6.2
2026-06-21,Canada,0.426,0.35,0.35,0.333,0.093,-21.8,2026-06-21T11:47:05.989851+00:00,0.33,0.386,0.3,0.4,0.3,0.4
2026-06-21,Cape Verde,0.005,0.1,,0.095,-0.09,1884.1,2026-06-21T11:47:05.989851+00:00,0.013,0.008,,,,
2026-06-21,Colombia,1.682,1.45,1.75,1.524,0.158,-9.4,2026-06-21T11:47:05.989851+00:00,5.451,3.114,1.4,1.5,1.7,1.8
2026-06-21,Croatia,1.538,0.65,0.45,0.524,1.014,-65.9,2026-06-21T11:47:05.989851+00:00,1.691,1.658,,,0.4,0.5
2026-06-21,Curacao,0.0,0.1,,0.095,-0.095,,2026-06-21T11:47:05.989851+00:00,0.0,0.0,,0.1,,
2026-06-21,Czechia,0.071,0.1,,0.095,-0.024,34.3,2026-06-21T11:47:05.989851+00:00,0.184,0.118,,,,
2026-06-21,DR Congo,0.038,0.15,,0.143,-0.105,275.9,2026-06-21T11:47:05.989851+00:00,0.072,0.054,,,,
2026-06-21,Ecuador,0.312,0.1,0.15,0.119,0.193,-61.8,2026-06-21T11:47:05.989851+00:00,0.404,0.365,,0.1,0.1,0.2
2026-06-21,Egypt,0.118,0.25,0.25,0.238,-0.12,101.9,2026-06-21T11:47:05.989851+00:00,0.304,0.195,,,0.2,0.3
2026-06-21,England,12.849,12.55,12.85,12.095,0.754,-5.9,2026-06-21T11:47:05.989851+00:00,7.816,10.306,12.5,12.6,12.8,12.9
2026-06-21,France,14.769,19.75,19.25,18.571,-3.802,25.7,2026-06-21T11:47:05.989851+00:00,7.642,10.926,19.7,19.8,19.1,19.4
2026-06-21,Germany,4.918,5.35,5.95,5.381,-0.463,9.4,2026-06-21T11:47:05.989851+00:00,7.054,6.057,5.3,5.4,5.9,6.0
2026-06-21,Ghana,0.025,0.1,0.15,0.119,-0.094,374.3,2026-06-21T11:47:05.989851+00:00,0.063,0.041,,0.1,0.1,0.2
2026-06-21,Iran,0.029,0.1,,0.095,-0.066,230.7,2026-06-21T11:47:05.989851+00:00,0.368,0.106,,0.1,,
2026-06-21,Iraq,0.0,0.1,,0.095,-0.095,,2026-06-21T11:47:05.989851+00:00,0.005,0.0,,0.1,,
2026-06-21,Ivory Coast,0.368,0.45,0.35,0.381,-0.013,3.6,2026-06-21T11:47:05.989851+00:00,0.288,0.335,,,0.3,0.4
2026-06-21,Japan,1.062,1.85,2.0,1.833,-0.771,72.6,2026-06-21T11:47:05.989851+00:00,1.47,1.285,1.8,1.9,1.9,2.1
2026-06-21,Jordan,0.001,0.1,,0.095,-0.094,7226.0,2026-06-21T11:47:05.989851+00:00,0.006,0.003,,0.1,,
2026-06-21,Mexico,0.359,1.25,2.0,1.548,-1.188,330.9,2026-06-21T11:47:05.989851+00:00,0.737,0.529,1.2,1.3,1.9,2.1
2026-06-21,Morocco,1.127,2.15,2.35,2.143,-1.016,90.2,2026-06-21T11:47:05.989851+00:00,1.743,1.441,2.1,2.2,2.3,2.4
2026-06-21,Netherlands,4.773,5.85,7.2,6.214,-1.442,30.2,2026-06-21T11:47:05.989851+00:00,5.154,5.101,5.8,5.9,7.1,7.3
2026-06-21,New Zealand,0.003,0.1,,0.095,-0.093,3709.5,2026-06-21T11:47:05.989851+00:00,0.002,0.002,,0.1,,
2026-06-21,Norway,1.785,2.45,2.65,2.429,-0.644,36.1,2026-06-21T11:47:05.989851+00:00,2.426,2.14,2.4,2.5,2.6,2.7
2026-06-21,Panama,0.002,0.1,,0.095,-0.093,3868.3,2026-06-21T11:47:05.989851+00:00,0.004,0.003,,0.1,,
2026-06-21,Paraguay,0.181,0.15,0.15,0.143,0.038,-21.2,2026-06-21T11:47:05.989851+00:00,0.436,0.289,0.1,0.2,0.1,0.2
2026-06-21,Portugal,6.979,6.95,7.05,6.667,0.313,-4.5,2026-06-21T11:47:05.989851+00:00,7.605,7.493,6.9,7.0,7.0,7.1
2026-06-21,Qatar,0.0,0.1,,0.095,-0.095,,2026-06-21T11:47:05.989851+00:00,0.004,0.0,,,,
2026-06-21,Saudi Arabia,0.002,0.1,,0.095,-0.094,5852.4,2026-06-21T11:47:05.989851+00:00,0.018,0.006,,,,
2026-06-21,Scotland,0.259,0.15,0.15,0.143,0.116,-44.7,2026-06-21T11:47:05.989851+00:00,0.324,0.298,0.1,0.2,0.1,0.2
2026-06-21,Senegal,1.164,0.55,0.45,0.476,0.687,-59.1,2026-06-21T11:47:05.989851+00:00,0.671,0.909,0.5,0.6,0.4,0.5
2026-06-21,South Africa,0.001,0.1,,0.095,-0.094,10482.0,2026-06-21T11:47:05.989851+00:00,0.019,0.004,,0.1,,
2026-06-21,South Korea,0.157,0.35,0.35,0.333,-0.177,113.0,2026-06-21T11:47:05.989851+00:00,0.302,0.224,0.3,0.4,0.3,0.4
2026-06-21,Spain,19.135,13.65,13.35,12.857,6.277,-32.8,2026-06-21T11:47:05.989851+00:00,15.204,17.542,13.6,13.7,13.2,13.5
2026-06-21,Sweden,0.34,0.45,0.25,0.333,0.006,-1.9,2026-06-21T11:47:05.989851+00:00,0.562,0.45,,,0.2,0.3
2026-06-21,Switzerland,1.554,0.65,0.85,0.714,0.84,-54.0,2026-06-21T11:47:05.989851+00:00,2.17,1.889,0.6,0.7,0.8,0.9
2026-06-21,Tunisia,0.0,0.1,,0.095,-0.095,,2026-06-21T11:47:05.989851+00:00,0.0,0.0,,0.1,,
2026-06-21,United States,0.866,3.85,4.95,4.19,-3.324,383.8,2026-06-21T11:47:05.989851+00:00,0.598,0.74,3.8,3.9,4.9,5.0
2026-06-21,Uruguay,1.909,0.55,0.45,0.476,1.433,-75.1,2026-06-21T11:47:05.989851+00:00,2.232,2.123,0.5,0.6,0.4,0.5
2026-06-21,Uzbekistan,0.011,0.1,,0.095,-0.085,807.0,2026-06-21T11:47:05.989851+00:00,0.024,0.016,,0.1,,
2026-06-22,Algeria,0.166,0.1,,0.096,0.07,-42.2,2026-06-22T14:29:38.416047+00:00,0.485,0.291,,0.1,,
2026-06-22,Argentina,13.796,12.95,12.15,12.012,1.784,-12.9,2026-06-22T14:29:38.416047+00:00,11.363,12.87,12.9,13.0,12.1,12.2
2026-06-22,Australia,0.037,0.35,0.15,0.239,-0.202,539.8,2026-06-22T14:29:38.416047+00:00,0.379,0.122,,,0.1,0.2
2026-06-22,Austria,0.681,0.45,0.25,0.335,0.346,-50.8,2026-06-22T14:29:38.416047+00:00,1.038,0.864,,,0.2,0.3
2026-06-22,Belgium,1.949,1.55,1.15,1.292,0.657,-33.7,2026-06-22T14:29:38.416047+00:00,4.891,3.174,,,1.1,1.2
2026-06-22,Bosnia and Herzegovina,0.034,0.1,,0.096,-0.061,178.2,2026-06-22T14:29:38.416047+00:00,0.024,0.03,,0.1,,
2026-06-22,Brazil,6.1,5.75,5.65,5.456,0.644,-10.6,2026-06-22T14:29:38.416047+00:00,8.942,7.592,5.7,5.8,5.6,5.7
2026-06-22,Canada,0.423,0.35,0.35,0.335,0.088,-20.9,2026-06-22T14:29:38.416047+00:00,0.324,0.381,0.3,0.4,0.3,0.4
2026-06-22,Cape Verde,0.004,0.1,0.15,0.12,-0.115,2748.7,2026-06-22T14:29:38.416047+00:00,0.016,0.008,,,0.1,0.2
2026-06-22,Colombia,1.647,1.45,1.65,1.484,0.163,-9.9,2026-06-22T14:29:38.416047+00:00,5.39,3.062,1.4,1.5,1.6,1.7
2026-06-22,Croatia,1.505,0.65,0.45,0.526,0.978,-65.0,2026-06-22T14:29:38.416047+00:00,1.646,1.618,,,0.4,0.5
2026-06-22,Curacao,0.0,0.1,,0.096,-0.096,,2026-06-22T14:29:38.416047+00:00,0.0,0.0,,0.1,,
2026-06-22,Czechia,0.08,0.1,,0.096,-0.016,20.4,2026-06-22T14:29:38.416047+00:00,0.203,0.131,,,,
2026-06-22,DR Congo,0.035,0.15,,0.144,-0.108,307.9,2026-06-22T14:29:38.416047+00:00,0.068,0.05,,,,
2026-06-22,Ecuador,0.308,0.15,0.15,0.144,0.165,-53.4,2026-06-22T14:29:38.416047+00:00,0.401,0.362,0.1,0.2,0.1,0.2
2026-06-22,Egypt,0.146,0.25,0.25,0.239,-0.093,63.9,2026-06-22T14:29:38.416047+00:00,0.417,0.254,,,0.2,0.3
2026-06-22,England,12.377,12.55,12.65,12.06,0.316,-2.6,2026-06-22T14:29:38.416047+00:00,7.549,9.936,12.5,12.6,12.6,12.7
2026-06-22,France,14.516,19.75,19.15,18.617,-4.101,28.3,2026-06-22T14:29:38.416047+00:00,7.536,10.751,19.7,19.8,18.9,19.4
2026-06-22,Germany,4.873,5.65,5.65,5.408,-0.535,11.0,2026-06-22T14:29:38.416047+00:00,6.992,6.0,5.6,5.7,5.6,5.7
2026-06-22,Ghana,0.026,0.15,0.15,0.144,-0.117,450.1,2026-06-22T14:29:38.416047+00:00,0.061,0.041,0.1,0.2,0.1,0.2
2026-06-22,Iran,0.034,0.1,0.15,0.12,-0.085,246.8,2026-06-22T14:29:38.416047+00:00,0.419,0.124,,0.1,0.1,0.2
2026-06-22,Iraq,0.0,0.1,,0.096,-0.096,,2026-06-22T14:29:38.416047+00:00,0.004,0.0,,0.1,,
2026-06-22,Ivory Coast,0.359,0.45,0.35,0.383,-0.024,6.6,2026-06-22T14:29:38.416047+00:00,0.283,0.328,,,0.3,0.4
2026-06-22,Japan,1.031,2.35,1.95,2.058,-1.026,99.5,2026-06-22T14:29:38.416047+00:00,1.44,1.253,2.3,2.4,1.8,2.1
2026-06-22,Jordan,0.001,0.1,,0.096,-0.095,9471.7,2026-06-22T14:29:38.416047+00:00,0.006,0.003,,0.1,,
2026-06-22,Mexico,0.305,1.25,2.05,1.579,-1.274,417.3,2026-06-22T14:29:38.416047+00:00,0.682,0.469,1.2,1.3,2.0,2.1
2026-06-22,Morocco,1.101,2.15,2.25,2.106,-1.005,91.2,2026-06-22T14:29:38.416047+00:00,1.714,1.412,2.1,2.2,2.2,2.3
2026-06-22,Netherlands,4.677,5.45,7.0,5.958,-1.282,27.4,2026-06-22T14:29:38.416047+00:00,5.099,5.019,5.4,5.5,6.9,7.1
2026-06-22,New Zealand,0.001,0.1,,0.096,-0.095,15852.8,2026-06-22T14:29:38.416047+00:00,0.0,0.001,,0.1,,
2026-06-22,Norway,1.761,1.95,2.2,1.986,-0.225,12.8,2026-06-22T14:29:38.416047+00:00,2.384,2.106,1.9,2.0,2.1,2.3
2026-06-22,Panama,0.003,0.1,,0.096,-0.093,3581.4,2026-06-22T14:29:38.416047+00:00,0.004,0.003,,0.1,,
2026-06-22,Paraguay,0.161,0.15,0.15,0.144,0.017,-10.6,2026-06-22T14:29:38.416047+00:00,0.412,0.264,0.1,0.2,0.1,0.2
2026-06-22,Portugal,6.892,6.65,6.95,6.509,0.384,-5.6,2026-06-22T14:29:38.416047+00:00,7.508,7.394,6.6,6.7,6.9,7.0
2026-06-22,Qatar,0.0,0.1,,0.096,-0.096,,2026-06-22T14:29:38.416047+00:00,0.004,0.0,,,,
2026-06-22,Saudi Arabia,0.002,0.1,,0.096,-0.094,4457.9,2026-06-22T14:29:38.416047+00:00,0.013,0.005,,,,
2026-06-22,Scotland,0.264,0.15,0.15,0.144,0.12,-45.6,2026-06-22T14:29:38.416047+00:00,0.324,0.301,0.1,0.2,0.1,0.2
2026-06-22,Senegal,1.165,0.55,0.35,0.431,0.734,-63.0,2026-06-22T14:29:38.416047+00:00,0.669,0.908,0.5,0.6,0.3,0.4
2026-06-22,South Africa,0.001,0.1,,0.096,-0.095,11864.6,2026-06-22T14:29:38.416047+00:00,0.021,0.004,,0.1,,
2026-06-22,South Korea,0.156,0.25,0.35,0.287,-0.131,83.6,2026-06-22T14:29:38.416047+00:00,0.308,0.225,0.2,0.3,0.3,0.4
2026-06-22,Spain,19.645,13.85,13.85,13.257,6.389,-32.5,2026-06-22T14:29:38.416047+00:00,16.236,18.358,13.8,13.9,13.8,13.9
2026-06-22,Sweden,0.335,0.45,0.25,0.335,0.0,0.1,2026-06-22T14:29:38.416047+00:00,0.551,0.442,,,0.2,0.3
2026-06-22,Switzerland,1.533,0.65,0.55,0.574,0.958,-62.5,2026-06-22T14:29:38.416047+00:00,2.132,1.858,0.6,0.7,0.5,0.6
2026-06-22,Tunisia,0.0,0.1,,0.096,-0.096,,2026-06-22T14:29:38.416047+00:00,0.0,0.0,,,,
2026-06-22,United States,0.868,3.55,5.2,4.188,-3.32,382.4,2026-06-22T14:29:38.416047+00:00,0.615,0.751,3.5,3.6,5.1,5.3
2026-06-22,Uruguay,0.99,0.15,0.15,0.144,0.847,-85.5,2026-06-22T14:29:38.416047+00:00,1.423,1.22,0.1,0.2,0.1,0.2
2026-06-22,Uzbekistan,0.01,0.1,,0.096,-0.086,857.2,2026-06-22T14:29:38.416047+00:00,0.023,0.016,,0.1,,
2026-06-23,Algeria,0.219,0.1,,0.096,0.123,-56.0,2026-06-23T11:53:52.053372+00:00,0.681,0.397,,0.1,,
2026-06-23,Argentina,14.775,13.65,15.15,13.836,0.939,-6.4,2026-06-23T11:53:52.053372+00:00,12.197,13.8,13.6,13.7,15.1,15.2
2026-06-23,Australia,0.034,0.25,0.15,0.192,-0.159,471.9,2026-06-23T11:53:52.053372+00:00,0.349,0.111,0.2,0.3,0.1,0.2
2026-06-23,Austria,0.537,0.25,0.15,0.192,0.345,-64.2,2026-06-23T11:53:52.053372+00:00,0.883,0.708,0.2,0.3,0.1,0.2
2026-06-23,Belgium,1.824,1.15,1.15,1.105,0.719,-39.4,2026-06-23T11:53:52.053372+00:00,4.701,3.01,1.1,1.2,1.1,1.2
2026-06-23,Bosnia and Herzegovina,0.035,0.1,,0.096,-0.061,177.7,2026-06-23T11:53:52.053372+00:00,0.024,0.03,,0.1,,
2026-06-23,Brazil,5.956,5.05,4.95,4.804,1.152,-19.3,2026-06-23T11:53:52.053372+00:00,8.796,7.44,5.0,5.1,4.9,5.0
2026-06-23,Canada,0.395,0.35,0.35,0.336,0.059,-14.8,2026-06-23T11:53:52.053372+00:00,0.309,0.359,0.3,0.4,0.3,0.4
2026-06-23,Cape Verde,0.003,0.1,0.15,0.12,-0.117,3774.4,2026-06-23T11:53:52.053372+00:00,0.015,0.007,,0.1,0.1,0.2
2026-06-23,Colombia,1.588,1.45,1.75,1.537,0.051,-3.2,2026-06-23T11:53:52.053372+00:00,5.262,2.972,1.4,1.5,1.7,1.8
2026-06-23,Croatia,1.503,0.45,0.45,0.432,1.071,-71.2,2026-06-23T11:53:52.053372+00:00,1.65,1.619,0.4,0.5,0.4,0.5
2026-06-23,Curacao,0.0,0.1,,0.096,-0.096,,2026-06-23T11:53:52.053372+00:00,0.0,0.0,,0.1,,
2026-06-23,Czechia,0.076,0.1,,0.096,-0.02,26.9,2026-06-23T11:53:52.053372+00:00,0.198,0.126,,0.1,,
2026-06-23,DR Congo,0.034,0.15,,0.144,-0.11,317.8,2026-06-23T11:53:52.053372+00:00,0.067,0.049,0.1,0.2,,
2026-06-23,Ecuador,0.287,0.15,0.15,0.144,0.143,-49.8,2026-06-23T11:53:52.053372+00:00,0.384,0.341,0.1,0.2,0.1,0.2
2026-06-23,Egypt,0.138,0.25,0.25,0.24,-0.102,73.8,2026-06-23T11:53:52.053372+00:00,0.402,0.242,0.2,0.3,0.2,0.3
2026-06-23,England,12.127,12.35,11.55,11.482,0.645,-5.3,2026-06-23T11:53:52.053372+00:00,7.46,9.777,12.3,12.4,11.5,11.6
2026-06-23,France,14.401,19.75,20.55,19.361,-4.96,34.4,2026-06-23T11:53:52.053372+00:00,7.519,10.696,19.7,19.8,20.5,20.6
2026-06-23,Germany,4.821,5.65,5.45,5.333,-0.512,10.6,2026-06-23T11:53:52.053372+00:00,6.862,5.912,5.6,5.7,5.4,5.5
2026-06-23,Ghana,0.024,0.15,,0.144,-0.12,498.0,2026-06-23T11:53:52.053372+00:00,0.057,0.038,0.1,0.2,,
2026-06-23,Iran,0.031,0.1,,0.096,-0.065,210.0,2026-06-23T11:53:52.053372+00:00,0.4,0.114,,0.1,,
