date,group,team,model_pct,model_state_matches,pm_raw_pct,pm_devig_pct,inserted_at
2026-06-21,D,Turkey,0.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,D,United States,100.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,E,Curacao,0.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,E,Ecuador,0.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,E,Germany,100.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,E,Ivory Coast,0.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,F,Japan,19.526,36,20.5,20.51,2026-07-04T15:34:01.048246+00:00
2026-06-21,F,Netherlands,74.058,36,76.5,76.538,2026-07-04T15:34:01.048246+00:00
2026-06-21,F,Sweden,6.416,36,2.95,2.951,2026-07-04T15:34:01.048246+00:00
2026-06-21,F,Tunisia,0.0,36,,,2026-07-04T15:34:01.048246+00:00
2026-06-21,G,Belgium,62.276,36,36.0,35.071,2026-07-04T15:34:01.048246+00:00
2026-06-21,G,Egypt,22.88,36,48.5,47.248,2026-07-04T15:34:01.048246+00:00
2026-06-21,G,Iran,10.048,36,12.6,12.275,2026-07-04T15:34:01.048246+00:00
2026-06-21,G,New Zealand,4.796,36,5.55,5.407,2026-07-04T15:34:01.048246+00:00
2026-06-21,H,Cape Verde,2.734,36,3.45,3.431,2026-07-04T15:34:01.048246+00:00
2026-06-21,H,Saudi Arabia,1.35,36,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-21,H,Spain,76.374,36,87.5,87.021,2026-07-04T15:34:01.048246+00:00
2026-06-21,H,Uruguay,19.542,36,9.5,9.448,2026-07-04T15:34:01.048246+00:00
2026-06-21,I,France,82.636,36,79.5,78.21,2026-07-04T15:34:01.048246+00:00
2026-06-21,I,Iraq,0.058,36,0.05,0.049,2026-07-04T15:34:01.048246+00:00
2026-06-21,I,Norway,16.05,36,21.5,21.151,2026-07-04T15:34:01.048246+00:00
2026-06-21,I,Senegal,1.256,36,0.6,0.59,2026-07-04T15:34:01.048246+00:00
2026-06-21,J,Algeria,0.69,36,1.55,1.539,2026-07-04T15:34:01.048246+00:00
2026-06-21,J,Argentina,85.638,36,85.5,84.906,2026-07-04T15:34:01.048246+00:00
2026-06-21,J,Austria,13.474,36,13.5,13.406,2026-07-04T15:34:01.048246+00:00
2026-06-21,J,Jordan,0.198,36,0.15,0.149,2026-07-04T15:34:01.048246+00:00
2026-06-21,K,Colombia,46.308,36,48.5,49.139,2026-07-04T15:34:01.048246+00:00
2026-06-21,K,DR Congo,6.628,36,4.45,4.509,2026-07-04T15:34:01.048246+00:00
2026-06-21,K,Portugal,46.228,36,45.5,46.099,2026-07-04T15:34:01.048246+00:00
2026-06-21,K,Uzbekistan,0.836,36,0.25,0.253,2026-07-04T15:34:01.048246+00:00
2026-06-21,L,Croatia,1.68,36,2.55,2.55,2026-07-04T15:34:01.048246+00:00
2026-06-21,L,England,94.618,36,92.5,92.5,2026-07-04T15:34:01.048246+00:00
2026-06-21,L,Ghana,3.27,36,4.65,4.65,2026-07-04T15:34:01.048246+00:00
2026-06-21,L,Panama,0.432,36,0.3,0.3,2026-07-04T15:34:01.048246+00:00
2026-06-22,A,Czechia,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,A,Mexico,100.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,A,South Africa,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,A,South Korea,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,B,Bosnia and Herzegovina,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,B,Canada,60.258,40,61.5,60.891,2026-07-04T15:34:01.048246+00:00
2026-06-22,B,Qatar,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,B,Switzerland,39.742,40,39.5,39.109,2026-07-04T15:34:01.048246+00:00
2026-06-22,C,Brazil,64.478,40,65.5,64.787,2026-07-04T15:34:01.048246+00:00
2026-06-22,C,Haiti,0.0,40,0.05,0.049,2026-07-04T15:34:01.048246+00:00
2026-06-22,C,Morocco,31.448,40,33.5,33.136,2026-07-04T15:34:01.048246+00:00
2026-06-22,C,Scotland,4.074,40,2.05,2.028,2026-07-04T15:34:01.048246+00:00
2026-06-22,D,Australia,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,D,Paraguay,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,D,Turkey,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,D,United States,100.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,E,Curacao,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,E,Ecuador,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,E,Germany,100.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,E,Ivory Coast,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,F,Japan,19.526,40,20.5,20.449,2026-07-04T15:34:01.048246+00:00
2026-06-22,F,Netherlands,74.058,40,76.5,76.309,2026-07-04T15:34:01.048246+00:00
2026-06-22,F,Sweden,6.416,40,3.25,3.242,2026-07-04T15:34:01.048246+00:00
2026-06-22,F,Tunisia,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,G,Belgium,25.652,40,25.5,25.31,2026-07-04T15:34:01.048246+00:00
2026-06-22,G,Egypt,59.324,40,63.0,62.531,2026-07-04T15:34:01.048246+00:00
2026-06-22,G,Iran,15.024,40,12.25,12.159,2026-07-04T15:34:01.048246+00:00
2026-06-22,G,New Zealand,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,H,Cape Verde,2.872,40,3.65,3.663,2026-07-04T15:34:01.048246+00:00
2026-06-22,H,Saudi Arabia,0.0,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,H,Spain,84.71,40,86.5,86.804,2026-07-04T15:34:01.048246+00:00
2026-06-22,H,Uruguay,12.418,40,9.5,9.533,2026-07-04T15:34:01.048246+00:00
2026-06-22,I,France,82.636,40,78.5,79.014,2026-07-04T15:34:01.048246+00:00
2026-06-22,I,Iraq,0.058,40,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-22,I,Norway,16.05,40,20.5,20.634,2026-07-04T15:34:01.048246+00:00
2026-06-22,I,Senegal,1.256,40,0.3,0.302,2026-07-04T15:34:01.048246+00:00
2026-06-22,J,Algeria,0.69,40,,,2026-07-04T15:34:01.048246+00:00
2026-06-22,J,Argentina,85.638,40,99.85,99.7,2026-07-04T15:34:01.048246+00:00
2026-06-22,J,Austria,13.474,40,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-22,J,Jordan,0.198,40,0.25,0.25,2026-07-04T15:34:01.048246+00:00
2026-06-22,K,Colombia,46.308,40,49.5,49.55,2026-07-04T15:34:01.048246+00:00
2026-06-22,K,DR Congo,6.628,40,5.75,5.756,2026-07-04T15:34:01.048246+00:00
2026-06-22,K,Portugal,46.228,40,44.5,44.545,2026-07-04T15:34:01.048246+00:00
2026-06-22,K,Uzbekistan,0.836,40,0.15,0.15,2026-07-04T15:34:01.048246+00:00
2026-06-22,L,Croatia,1.68,40,2.0,1.993,2026-07-04T15:34:01.048246+00:00
2026-06-22,L,England,94.618,40,93.5,93.174,2026-07-04T15:34:01.048246+00:00
2026-06-22,L,Ghana,3.27,40,4.7,4.684,2026-07-04T15:34:01.048246+00:00
2026-06-22,L,Panama,0.432,40,0.15,0.149,2026-07-04T15:34:01.048246+00:00
2026-06-23,A,Czechia,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,A,Mexico,100.0,44,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-23,A,South Africa,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,A,South Korea,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,B,Bosnia and Herzegovina,0.0,44,0.1,0.098,2026-07-04T15:34:01.048246+00:00
2026-06-23,B,Canada,60.258,44,59.5,59.5,2026-07-04T15:34:01.048246+00:00
2026-06-23,B,Qatar,0.0,44,0.1,0.098,2026-07-04T15:34:01.048246+00:00
2026-06-23,B,Switzerland,39.742,44,40.5,40.5,2026-07-04T15:34:01.048246+00:00
2026-06-23,C,Brazil,64.478,44,65.5,64.723,2026-07-04T15:34:01.048246+00:00
2026-06-23,C,Haiti,0.0,44,0.05,0.049,2026-07-04T15:34:01.048246+00:00
2026-06-23,C,Morocco,31.448,44,33.5,33.103,2026-07-04T15:34:01.048246+00:00
2026-06-23,C,Scotland,4.074,44,2.15,2.125,2026-07-04T15:34:01.048246+00:00
2026-06-23,D,Australia,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,D,Paraguay,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,D,Turkey,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,D,United States,100.0,44,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-23,E,Curacao,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,E,Ecuador,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,E,Germany,100.0,44,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-23,E,Ivory Coast,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,F,Japan,19.526,44,19.5,19.667,2026-07-04T15:34:01.048246+00:00
2026-06-23,F,Netherlands,74.058,44,76.5,77.156,2026-07-04T15:34:01.048246+00:00
2026-06-23,F,Sweden,6.416,44,3.15,3.177,2026-07-04T15:34:01.048246+00:00
2026-06-23,F,Tunisia,0.0,44,0.3,0.3,2026-07-04T15:34:01.048246+00:00
2026-06-23,G,Belgium,25.652,44,24.5,24.898,2026-07-04T15:34:01.048246+00:00
2026-06-23,G,Egypt,59.324,44,62.5,63.516,2026-07-04T15:34:01.048246+00:00
2026-06-23,G,Iran,15.024,44,11.4,11.585,2026-07-04T15:34:01.048246+00:00
2026-06-23,G,New Zealand,0.0,44,0.1,0.098,2026-07-04T15:34:01.048246+00:00
2026-06-23,H,Cape Verde,2.872,44,3.05,3.079,2026-07-04T15:34:01.048246+00:00
2026-06-23,H,Saudi Arabia,0.0,44,0.2,0.201,2026-07-04T15:34:01.048246+00:00
2026-06-23,H,Spain,84.71,44,86.5,87.33,2026-07-04T15:34:01.048246+00:00
2026-06-23,H,Uruguay,12.418,44,9.5,9.591,2026-07-04T15:34:01.048246+00:00
2026-06-23,I,France,84.472,44,79.5,80.303,2026-07-04T15:34:01.048246+00:00
2026-06-23,I,Iraq,0.0,44,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-23,I,Norway,15.528,44,19.5,19.697,2026-07-04T15:34:01.048246+00:00
2026-06-23,I,Senegal,0.0,44,0.2,0.199,2026-07-04T15:34:01.048246+00:00
2026-06-23,J,Algeria,0.0,44,0.5,0.492,2026-07-04T15:34:01.048246+00:00
2026-06-23,J,Argentina,100.0,44,99.9,98.327,2026-07-04T15:34:01.048246+00:00
2026-06-23,J,Austria,0.0,44,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-23,J,Jordan,0.0,44,1.0,0.984,2026-07-04T15:34:01.048246+00:00
2026-06-23,K,Colombia,46.308,44,40.5,40.541,2026-07-04T15:34:01.048246+00:00
2026-06-23,K,DR Congo,6.628,44,2.9,2.903,2026-07-04T15:34:01.048246+00:00
2026-06-23,K,Portugal,46.228,44,56.5,56.557,2026-07-04T15:34:01.048246+00:00
2026-06-23,K,Uzbekistan,0.836,44,0.1,0.101,2026-07-04T15:34:01.048246+00:00
2026-06-23,L,Croatia,1.68,44,4.5,4.433,2026-07-04T15:34:01.048246+00:00
2026-06-23,L,England,94.618,44,87.5,86.207,2026-07-04T15:34:01.048246+00:00
2026-06-23,L,Ghana,3.27,44,8.25,8.128,2026-07-04T15:34:01.048246+00:00
2026-06-23,L,Panama,0.432,44,1.25,1.232,2026-07-04T15:34:01.048246+00:00
2026-06-24,A,Czechia,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,A,Mexico,100.0,48,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-24,A,South Africa,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,A,South Korea,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,B,Bosnia and Herzegovina,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,B,Canada,60.258,48,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-24,B,Qatar,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,B,Switzerland,39.742,48,99.95,99.95,2026-07-04T15:34:01.048246+00:00
2026-06-24,C,Brazil,64.478,48,99.95,99.85,2026-07-04T15:34:01.048246+00:00
2026-06-24,C,Haiti,0.0,48,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-24,C,Morocco,31.448,48,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-24,C,Scotland,4.074,48,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-24,D,Australia,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,D,Paraguay,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,D,Turkey,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,D,United States,100.0,48,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-24,E,Curacao,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,E,Ecuador,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,E,Germany,100.0,48,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-24,E,Ivory Coast,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,F,Japan,19.526,48,19.5,19.767,2026-07-04T15:34:01.048246+00:00
2026-06-24,F,Netherlands,74.058,48,75.5,76.533,2026-07-04T15:34:01.048246+00:00
2026-06-24,F,Sweden,6.416,48,3.65,3.7,2026-07-04T15:34:01.048246+00:00
2026-06-24,F,Tunisia,0.0,48,0.3,0.306,2026-07-04T15:34:01.048246+00:00
2026-06-24,G,Belgium,25.652,48,25.5,25.551,2026-07-04T15:34:01.048246+00:00
2026-06-24,G,Egypt,59.324,48,63.5,63.627,2026-07-04T15:34:01.048246+00:00
2026-06-24,G,Iran,15.024,48,10.8,10.822,2026-07-04T15:34:01.048246+00:00
2026-06-24,G,New Zealand,0.0,48,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-24,H,Cape Verde,2.872,48,3.05,3.079,2026-07-04T15:34:01.048246+00:00
2026-06-24,H,Saudi Arabia,0.0,48,0.2,0.201,2026-07-04T15:34:01.048246+00:00
2026-06-24,H,Spain,84.71,48,86.5,87.33,2026-07-04T15:34:01.048246+00:00
2026-06-24,H,Uruguay,12.418,48,9.5,9.591,2026-07-04T15:34:01.048246+00:00
2026-06-24,I,France,84.472,48,79.5,79.5,2026-07-04T15:34:01.048246+00:00
2026-06-24,I,Iraq,0.0,48,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-24,I,Norway,15.528,48,20.5,20.5,2026-07-04T15:34:01.048246+00:00
2026-06-24,I,Senegal,0.0,48,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-24,J,Algeria,0.0,48,0.5,0.492,2026-07-04T15:34:01.048246+00:00
2026-06-24,J,Argentina,100.0,48,99.9,98.327,2026-07-04T15:34:01.048246+00:00
2026-06-24,J,Austria,0.0,48,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-24,J,Jordan,0.0,48,1.0,0.984,2026-07-04T15:34:01.048246+00:00
2026-06-24,K,Colombia,48.588,48,46.5,46.5,2026-07-04T15:34:01.048246+00:00
2026-06-24,K,DR Congo,0.0,48,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-24,K,Portugal,51.412,48,53.5,53.5,2026-07-04T15:34:01.048246+00:00
2026-06-24,K,Uzbekistan,0.0,48,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-24,L,Croatia,10.144,48,8.15,8.175,2026-07-04T15:34:01.048246+00:00
2026-06-24,L,England,86.612,48,86.5,86.76,2026-07-04T15:34:01.048246+00:00
2026-06-24,L,Ghana,3.244,48,5.05,5.065,2026-07-04T15:34:01.048246+00:00
2026-06-24,L,Panama,0.0,48,1.5,1.448,2026-07-04T15:34:01.048246+00:00
2026-06-25,A,Czechia,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,A,Mexico,100.0,54,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-25,A,South Africa,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,A,South Korea,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,B,Bosnia and Herzegovina,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,B,Canada,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,B,Qatar,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,B,Switzerland,100.0,54,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-25,C,Brazil,100.0,54,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-25,C,Haiti,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,C,Morocco,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,C,Scotland,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,D,Australia,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,D,Paraguay,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,D,Turkey,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,D,United States,100.0,54,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-25,E,Curacao,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,E,Ecuador,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,E,Germany,100.0,54,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-25,E,Ivory Coast,0.0,54,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-25,F,Japan,19.526,54,1.5,1.512,2026-07-04T15:34:01.048246+00:00
2026-06-25,F,Netherlands,74.058,54,97.55,98.337,2026-07-04T15:34:01.048246+00:00
2026-06-25,F,Sweden,6.416,54,0.15,0.151,2026-07-04T15:34:01.048246+00:00
2026-06-25,F,Tunisia,0.0,54,0.3,0.302,2026-07-04T15:34:01.048246+00:00
2026-06-25,G,Belgium,25.652,54,30.5,30.454,2026-07-04T15:34:01.048246+00:00
2026-06-25,G,Egypt,59.324,54,60.0,59.91,2026-07-04T15:34:01.048246+00:00
2026-06-25,G,Iran,15.024,54,9.65,9.636,2026-07-04T15:34:01.048246+00:00
2026-06-25,G,New Zealand,0.0,54,0.1,0.097,2026-07-04T15:34:01.048246+00:00
2026-06-25,H,Cape Verde,2.872,54,3.7,3.711,2026-07-04T15:34:01.048246+00:00
2026-06-25,H,Saudi Arabia,0.0,54,0.2,0.202,2026-07-04T15:34:01.048246+00:00
2026-06-25,H,Spain,84.71,54,86.5,86.76,2026-07-04T15:34:01.048246+00:00
2026-06-25,H,Uruguay,12.418,54,9.5,9.529,2026-07-04T15:34:01.048246+00:00
2026-06-25,I,France,84.472,54,80.5,80.5,2026-07-04T15:34:01.048246+00:00
2026-06-25,I,Iraq,0.0,54,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-25,I,Norway,15.528,54,19.5,19.5,2026-07-04T15:34:01.048246+00:00
2026-06-25,I,Senegal,0.0,54,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-25,J,Algeria,0.0,54,0.5,0.492,2026-07-04T15:34:01.048246+00:00
2026-06-25,J,Argentina,100.0,54,99.9,98.327,2026-07-04T15:34:01.048246+00:00
2026-06-25,J,Austria,0.0,54,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-25,J,Jordan,0.0,54,1.0,0.984,2026-07-04T15:34:01.048246+00:00
2026-06-25,K,Colombia,48.588,54,48.0,48.241,2026-07-04T15:34:01.048246+00:00
2026-06-25,K,DR Congo,0.0,54,0.1,0.102,2026-07-04T15:34:01.048246+00:00
2026-06-25,K,Portugal,51.412,54,51.5,51.759,2026-07-04T15:34:01.048246+00:00
2026-06-25,K,Uzbekistan,0.0,54,0.1,0.102,2026-07-04T15:34:01.048246+00:00
2026-06-25,L,Croatia,10.144,54,8.15,8.122,2026-07-04T15:34:01.048246+00:00
2026-06-25,L,England,86.612,54,87.5,87.195,2026-07-04T15:34:01.048246+00:00
2026-06-25,L,Ghana,3.244,54,4.7,4.684,2026-07-04T15:34:01.048246+00:00
2026-06-25,L,Panama,0.0,54,1.5,1.448,2026-07-04T15:34:01.048246+00:00
2026-06-26,A,Czechia,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,A,Mexico,100.0,60,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-26,A,South Africa,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,A,South Korea,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,B,Bosnia and Herzegovina,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,B,Canada,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,B,Qatar,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,B,Switzerland,100.0,60,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-26,C,Brazil,100.0,60,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-26,C,Haiti,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,C,Morocco,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,C,Scotland,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,D,Australia,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,D,Paraguay,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,D,Turkey,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,D,United States,100.0,60,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-26,E,Curacao,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,E,Ecuador,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,E,Germany,100.0,60,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-26,E,Ivory Coast,0.0,60,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-26,F,Japan,0.0,60,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-26,F,Netherlands,100.0,60,99.9,99.009,2026-07-04T15:34:01.048246+00:00
2026-06-26,F,Sweden,0.0,60,0.6,0.595,2026-07-04T15:34:01.048246+00:00
2026-06-26,F,Tunisia,0.0,60,0.3,0.297,2026-07-04T15:34:01.048246+00:00
2026-06-26,G,Belgium,25.652,60,28.5,28.978,2026-07-04T15:34:01.048246+00:00
2026-06-26,G,Egypt,59.324,60,59.5,60.498,2026-07-04T15:34:01.048246+00:00
2026-06-26,G,Iran,15.024,60,10.35,10.524,2026-07-04T15:34:01.048246+00:00
2026-06-26,G,New Zealand,0.0,60,0.1,0.098,2026-07-04T15:34:01.048246+00:00
2026-06-26,H,Cape Verde,2.872,60,2.55,2.549,2026-07-04T15:34:01.048246+00:00
2026-06-26,H,Saudi Arabia,0.0,60,0.2,0.202,2026-07-04T15:34:01.048246+00:00
2026-06-26,H,Spain,84.71,60,85.0,84.958,2026-07-04T15:34:01.048246+00:00
2026-06-26,H,Uruguay,12.418,60,12.5,12.494,2026-07-04T15:34:01.048246+00:00
2026-06-26,I,France,84.472,60,99.95,99.95,2026-07-04T15:34:01.048246+00:00
2026-06-26,I,Iraq,0.0,60,0.1,0.101,2026-07-04T15:34:01.048246+00:00
2026-06-26,I,Norway,15.528,60,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-26,I,Senegal,0.0,60,0.2,0.201,2026-07-04T15:34:01.048246+00:00
2026-06-26,J,Algeria,0.0,60,0.5,0.492,2026-07-04T15:34:01.048246+00:00
2026-06-26,J,Argentina,100.0,60,99.9,98.327,2026-07-04T15:34:01.048246+00:00
2026-06-26,J,Austria,0.0,60,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-26,J,Jordan,0.0,60,1.0,0.984,2026-07-04T15:34:01.048246+00:00
2026-06-26,K,Colombia,48.588,60,48.0,48.0,2026-07-04T15:34:01.048246+00:00
2026-06-26,K,DR Congo,0.0,60,0.1,0.102,2026-07-04T15:34:01.048246+00:00
2026-06-26,K,Portugal,51.412,60,52.0,52.0,2026-07-04T15:34:01.048246+00:00
2026-06-26,K,Uzbekistan,0.0,60,0.1,0.102,2026-07-04T15:34:01.048246+00:00
2026-06-26,L,Croatia,10.144,60,6.25,6.329,2026-07-04T15:34:01.048246+00:00
2026-06-26,L,England,86.612,60,87.5,88.608,2026-07-04T15:34:01.048246+00:00
2026-06-26,L,Ghana,3.244,60,5.0,5.063,2026-07-04T15:34:01.048246+00:00
2026-06-26,L,Panama,0.0,60,1.5,1.481,2026-07-04T15:34:01.048246+00:00
2026-06-27,A,Czechia,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,A,Mexico,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,A,South Africa,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,A,South Korea,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,B,Bosnia and Herzegovina,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,B,Canada,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,B,Qatar,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,B,Switzerland,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,C,Brazil,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,C,Haiti,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,C,Morocco,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,C,Scotland,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,D,Australia,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,D,Paraguay,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,D,Turkey,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,D,United States,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,E,Curacao,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,E,Ecuador,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
