date,group,team,model_pct,model_state_matches,pm_raw_pct,pm_devig_pct,inserted_at
2026-06-27,E,Germany,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,E,Ivory Coast,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,F,Japan,0.0,66,0.1,0.099,2026-07-04T15:34:01.048246+00:00
2026-06-27,F,Netherlands,100.0,66,99.9,99.009,2026-07-04T15:34:01.048246+00:00
2026-06-27,F,Sweden,0.0,66,0.6,0.595,2026-07-04T15:34:01.048246+00:00
2026-06-27,F,Tunisia,0.0,66,0.3,0.297,2026-07-04T15:34:01.048246+00:00
2026-06-27,G,Belgium,100.0,66,99.9,99.701,2026-07-04T15:34:01.048246+00:00
2026-06-27,G,Egypt,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,G,Iran,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,G,New Zealand,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,H,Cape Verde,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,H,Saudi Arabia,0.0,66,0.2,0.199,2026-07-04T15:34:01.048246+00:00
2026-06-27,H,Spain,100.0,66,99.9,99.601,2026-07-04T15:34:01.048246+00:00
2026-06-27,H,Uruguay,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,I,France,100.0,66,99.9,99.601,2026-07-04T15:34:01.048246+00:00
2026-06-27,I,Iraq,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,I,Norway,0.0,66,0.1,0.1,2026-07-04T15:34:01.048246+00:00
2026-06-27,I,Senegal,0.0,66,0.2,0.199,2026-07-04T15:34:01.048246+00:00
2026-06-27,J,Algeria,0.0,66,0.5,0.492,2026-07-04T15:34:01.048246+00:00
2026-06-27,J,Argentina,100.0,66,99.9,98.327,2026-07-04T15:34:01.048246+00:00
2026-06-27,J,Austria,0.0,66,0.2,0.197,2026-07-04T15:34:01.048246+00:00
2026-06-27,J,Jordan,0.0,66,1.0,0.984,2026-07-04T15:34:01.048246+00:00
2026-06-27,K,Colombia,48.588,66,54.0,54.545,2026-07-04T15:34:01.048246+00:00
2026-06-27,K,DR Congo,0.0,66,0.1,0.101,2026-07-04T15:34:01.048246+00:00
2026-06-27,K,Portugal,51.412,66,45.0,45.455,2026-07-04T15:34:01.048246+00:00
2026-06-27,K,Uzbekistan,0.0,66,0.1,0.101,2026-07-04T15:34:01.048246+00:00
2026-06-27,L,Croatia,10.144,66,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-27,L,England,86.612,66,99.95,99.9,2026-07-04T15:34:01.048246+00:00
2026-06-27,L,Ghana,3.244,66,0.05,0.05,2026-07-04T15:34:01.048246+00:00
2026-06-27,L,Panama,0.0,66,1.5,1.478,2026-07-04T15:34:01.048246+00:00
